year,week,station,anzahl
2019,33,Brunswick & 6th,249
2019,33,Brunswick St,241
2019,33,Christ Hospital,50
2019,33,City Hall,255
2019,33,Columbus Dr at Exchange Pl,528
2019,33,Columbus Drive,238
2019,33,Communipaw & Berry Lane,70
2019,33,Dey St,40
2019,33,Dixon Mills,163
2019,33,Essex Light Rail,188
2019,33,Fairmount Ave,88
2019,33,Glenwood Ave,62
2019,33,Grand St,154
2019,33,Grove St PATH,1344
2019,33,Hamilton Park,667
2019,33,Harborside,534
2019,33,Heights Elevator,64
2019,33,Hilltop,69
2019,33,Hoboken Ave at Monmouth St,56
2019,33,JC Medical Center,192
2019,33,JCBS Depot,1
2019,33,Jackson Square,20
2019,33,Jersey & 3rd,235
2019,33,Jersey & 6th St,218
2019,33,Journal Square,168
2019,33,Lafayette Park,114
2019,33,Leonard Gordon Park,52
2019,33,Liberty Light Rail,197
2019,33,Lincoln Park,96
2019,33,Manila & 1st,177
2019,33,Marin Light Rail,434
2019,33,McGinley Square,194
2019,33,Monmouth and 6th,223
2019,33,Montgomery St,104
2019,33,Morris Canal,298
2019,33,Newark Ave,283
2019,33,Newport PATH,465
2019,33,Newport Pkwy,314
2019,33,Oakland Ave,118
2019,33,Paulus Hook,225
2019,33,Pershing Field,112
2019,33,Riverview Park,58
2019,33,Sip Ave,414
2019,33,Union St,26
2019,33,Van Vorst Park,205
2019,33,Warren St,301
2019,33,Washington St,306
2019,33,York St,82
2019,34,5 Corners Library,78
2019,34,Astor Place,88
2019,34,Baldwin at Montgomery,88
2019,34,Bergen Ave,78
2019,34,Brunswick & 6th,236
2019,34,Brunswick St,208
2019,34,Christ Hospital,38
2019,34,City Hall,227
2019,34,Columbus Dr at Exchange Pl,471
2019,34,Columbus Drive,211
2019,34,Communipaw & Berry Lane,54
2019,34,Dey St,55
2019,34,Dixon Mills,184
2019,34,Essex Light Rail,201
2019,34,Fairmount Ave,91
2019,34,Glenwood Ave,66
2019,34,Grand St,179
2019,34,Grove St PATH,1245
2019,34,Hamilton Park,632
2019,34,Harborside,539
2019,34,Heights Elevator,73
2019,34,Hilltop,60
2019,34,Hoboken Ave at Monmouth St,62
2019,34,JC Medical Center,200
2019,34,Jackson Square,23
2019,34,Jersey & 3rd,232
2019,34,Jersey & 6th St,208
2019,34,Journal Square,169
2019,34,Lafayette Park,77
2019,34,Leonard Gordon Park,52
2019,34,Liberty Light Rail,260
2019,34,Lincoln Park,86
2019,34,Manila & 1st,183
2019,34,Marin Light Rail,447
2019,34,McGinley Square,178
2019,34,Monmouth and 6th,209
2019,34,Montgomery St,97
2019,34,Morris Canal,265
2019,34,Newark Ave,331
2019,34,Newport PATH,492
2019,34,Newport Pkwy,359
2019,34,Oakland Ave,132
2019,34,Paulus Hook,240
2019,34,Pershing Field,103
2019,34,Riverview Park,74
2019,34,Sip Ave,355
2019,34,Union St,32
2019,34,Van Vorst Park,235
2019,34,Warren St,275
2019,34,Washington St,317
2019,34,York St,90
2019,35,5 Corners Library,57
2019,35,Astor Place,105
2019,35,Baldwin at Montgomery,104
2019,35,Bergen Ave,61
2019,35,Brunswick & 6th,206
2019,35,Brunswick St,213
2019,35,Christ Hospital,56
2019,35,City Hall,252
2019,35,Columbus Dr at Exchange Pl,523
2019,35,Columbus Drive,221
2019,35,Communipaw & Berry Lane,79
2019,35,Dey St,51
2019,35,Dixon Mills,138
2019,35,Essex Light Rail,171
2019,35,Fairmount Ave,82
2019,35,Glenwood Ave,81
2019,35,Grand St,162
2019,35,Grove St PATH,1165
2019,35,Hamilton Park,665
2019,35,Harborside,508
2019,35,Heights Elevator,84
2019,35,Hilltop,64
2019,35,Hoboken Ave at Monmouth St,90
2019,35,JC Medical Center,229
2019,35,Jackson Square,20
2019,35,Jersey & 3rd,200
2019,35,Jersey & 6th St,256
2019,35,Journal Square,182
2019,35,Lafayette Park,79
2019,35,Leonard Gordon Park,60
2019,35,Liberty Light Rail,230
2019,35,Lincoln Park,76
2019,35,Manila & 1st,179
2019,35,Marin Light Rail,417
2019,35,McGinley Square,191
2019,35,Monmouth and 6th,174
2019,35,Montgomery St,113
2019,35,Morris Canal,261
2019,35,Newark Ave,285
2019,35,Newport PATH,499
2019,35,Newport Pkwy,386
2019,35,Oakland Ave,127
2019,35,Paulus Hook,190
2019,35,Pershing Field,137
2019,35,Riverview Park,63
2019,35,Sip Ave,419
2019,35,Union St,27
2019,35,Van Vorst Park,219
2019,35,Warren St,270
2019,35,Washington St,305
2019,35,York St,95
2019,36,5 Corners Library,60
2019,36,Astor Place,88
2019,36,Baldwin at Montgomery,94
2019,36,Bergen Ave,74
2019,36,Brunswick & 6th,231
2019,36,Brunswick St,169
2019,36,Christ Hospital,58
2019,36,City Hall,256
2019,36,Columbus Dr at Exchange Pl,468
2019,36,Columbus Drive,252
2019,36,Communipaw & Berry Lane,59
2019,36,Dey St,52
2019,36,Dixon Mills,128
2019,36,Essex Light Rail,178
2019,36,Fairmount Ave,76
2019,36,Glenwood Ave,67
2019,36,Grand St,180
2019,36,Grove St PATH,1052
2019,36,Hamilton Park,641
2019,36,Harborside,470
2019,36,Heights Elevator,77
2019,36,Hilltop,60
2019,36,Hoboken Ave at Monmouth St,80
2019,36,JC Medical Center,189
2019,36,Jackson Square,24
2019,36,Jersey & 3rd,232
2019,36,Jersey & 6th St,229
2019,36,Journal Square,163
2019,36,Lafayette Park,82
2019,36,Leonard Gordon Park,46
2019,36,Liberty Light Rail,214
2019,36,Lincoln Park,81
2019,36,Manila & 1st,177
2019,36,Marin Light Rail,374
2019,36,McGinley Square,182
2019,36,Monmouth and 6th,169
2019,36,Montgomery St,114
2019,36,Morris Canal,241
2019,36,Newark Ave,254
2019,36,Newport PATH,496
2019,36,Newport Pkwy,347
2019,36,Oakland Ave,110
2019,36,Paulus Hook,207
2019,36,Pershing Field,131
2019,36,Riverview Park,63
2019,36,Sip Ave,441
2019,36,Union St,46
2019,36,Van Vorst Park,207
2019,36,Warren St,273
2019,36,Washington St,284
2019,36,York St,85
2019,37,5 Corners Library,75
2019,37,Astor Place,88
2019,37,Baldwin at Montgomery,90
2019,37,Bergen Ave,74
2019,37,Brunswick & 6th,226
2019,37,Brunswick St,212
2019,37,Christ Hospital,51
2019,37,City Hall,287
2019,37,Columbus Dr at Exchange Pl,506
2019,37,Columbus Drive,277
2019,37,Communipaw & Berry Lane,58
2019,37,Dey St,28
2019,37,Dixon Mills,170
2019,37,Essex Light Rail,200
2019,37,Fairmount Ave,92
2019,37,Glenwood Ave,74
2019,37,Grand St,165
2019,37,Grove St PATH,1254
2019,37,Hamilton Park,754
2019,37,Harborside,529
2019,37,Heights Elevator,89
2019,37,Hilltop,55
2019,37,Hoboken Ave at Monmouth St,87
2019,37,JC Medical Center,194
2019,37,Jackson Square,27
2019,37,Jersey & 3rd,278
2019,37,Jersey & 6th St,243
2019,37,Journal Square,171
2019,37,Lafayette Park,83
2019,37,Leonard Gordon Park,57
2019,37,Liberty Light Rail,246
2019,37,Lincoln Park,102
2019,37,Manila & 1st,223
2019,37,Marin Light Rail,419
2019,37,McGinley Square,216
2019,37,Monmouth and 6th,242
2019,37,Montgomery St,131
2019,37,Morris Canal,291
2019,37,Newark Ave,316
2019,37,Newport PATH,562
2019,37,Newport Pkwy,344
2019,37,Oakland Ave,107
2019,37,Paulus Hook,250
2019,37,Pershing Field,112
2019,37,Riverview Park,67
2019,37,Sip Ave,455
2019,37,Union St,35
2019,37,Van Vorst Park,249
2019,37,Warren St,281
2019,37,Washington St,357
2019,37,York St,115
2019,38,5 Corners Library,96
2019,38,Astor Place,92
2019,38,Baldwin at Montgomery,110
2019,38,Bergen Ave,83
2019,38,Brunswick & 6th,250
2019,38,Brunswick St,232
2019,38,Christ Hospital,84
2019,38,City Hall,305
2019,38,Columbus Dr at Exchange Pl,574
2019,38,Columbus Drive,260
2019,38,Communipaw & Berry Lane,70
2019,38,Dixon Mills,166
2019,38,Essex Light Rail,186
2019,38,Fairmount Ave,97
2019,38,Glenwood Ave,64
2019,38,Grand St,202
2019,38,Grove St PATH,1285
2019,38,Hamilton Park,765
2019,38,Harborside,610
2019,38,Heights Elevator,95
2019,38,Hilltop,59
2019,38,Hoboken Ave at Monmouth St,124
2019,38,JC Medical Center,194
2019,38,Jackson Square,37
2019,38,Jersey & 3rd,283
2019,38,Jersey & 6th St,242
2019,38,Journal Square,158
2019,38,Lafayette Park,89
2019,38,Leonard Gordon Park,58
2019,38,Liberty Light Rail,294
2019,38,Lincoln Park,94
2019,38,Manila & 1st,223
2019,38,Marin Light Rail,421
2019,38,McGinley Square,242
2019,38,Monmouth and 6th,238
2019,38,Montgomery St,121
2019,38,Morris Canal,289
2019,38,Newark Ave,363
2019,38,Newport PATH,529
2019,38,Newport Pkwy,347
2019,38,Oakland Ave,128
2019,38,Paulus Hook,250
2019,38,Pershing Field,126
2019,38,Riverview Park,65
2019,38,Sip Ave,536
2019,38,Union St,38
2019,38,Van Vorst Park,296
2019,38,Warren St,314
2019,38,Washington St,349
2019,38,York St,107
2019,39,5 Corners Library,86
2019,39,Astor Place,78
2019,39,Baldwin at Montgomery,105
2019,39,Bergen Ave,91
2019,39,Brunswick & 6th,296
2019,39,Brunswick St,216
2019,39,Christ Hospital,53
2019,39,City Hall,289
2019,39,Columbus Dr at Exchange Pl,532
2019,39,Columbus Drive,246
2019,39,Communipaw & Berry Lane,75
2019,39,Dixon Mills,184
2019,39,Essex Light Rail,168
2019,39,Fairmount Ave,103
2019,39,Glenwood Ave,58
2019,39,Grand St,179
2019,39,Grove St PATH,1407
2019,39,Hamilton Park,791
2019,39,Harborside,542
2019,39,Heights Elevator,81
2019,39,Hilltop,90
2019,39,Hoboken Ave at Monmouth St,92
2019,39,JC Medical Center,246
2019,39,Jackson Square,33
2019,39,Jersey & 3rd,264
2019,39,Jersey & 6th St,265
2019,39,Journal Square,153
2019,39,Lafayette Park,124
2019,39,Leonard Gordon Park,56
2019,39,Liberty Light Rail,287
2019,39,Lincoln Park,87
2019,39,Manila & 1st,208
2019,39,Marin Light Rail,421
2019,39,McGinley Square,240
2019,39,Monmouth and 6th,255
2019,39,Montgomery St,122
2019,39,Morris Canal,303
2019,39,Newark Ave,373
2019,39,Newport PATH,551
2019,39,Newport Pkwy,348
2019,39,Oakland Ave,135
2019,39,Paulus Hook,253
2019,39,Pershing Field,129
2019,39,Riverview Park,59
2019,39,Sip Ave,487
2019,39,Union St,24
2019,39,Van Vorst Park,260
2019,39,Warren St,335
2019,39,Washington St,336
2019,39,York St,116
2019,40,5 Corners Library,65
2019,40,Astor Place,81
2019,40,Baldwin at Montgomery,87
2019,40,Bergen Ave,74
2019,40,Brunswick & 6th,242
2019,40,Brunswick St,204
2019,40,Christ Hospital,52
2019,40,City Hall,266
2019,40,Columbus Dr at Exchange Pl,393
2019,40,Columbus Drive,228
2019,40,Communipaw & Berry Lane,53
2019,40,Dixon Mills,168
2019,40,Essex Light Rail,158
2019,40,Fairmount Ave,69
2019,40,Glenwood Ave,50
2019,40,Grand St,166
2019,40,Grove St PATH,1205
2019,40,Hamilton Park,686
2019,40,Harborside,484
2019,40,Heights Elevator,69
2019,40,Hilltop,51
2019,40,Hoboken Ave at Monmouth St,66
2019,40,JC Medical Center,171
2019,40,Jackson Square,19
2019,40,Jersey & 3rd,224
2019,40,Jersey & 6th St,231
2019,40,Journal Square,154
2019,40,Lafayette Park,99
2019,40,Leonard Gordon Park,36
2019,40,Liberty Light Rail,200
2019,40,Lincoln Park,68
2019,40,Manila & 1st,199
2019,40,Marin Light Rail,423
2019,40,McGinley Square,199
2019,40,Monmouth and 6th,191
2019,40,Montgomery St,111
2019,40,Morris Canal,258
2019,40,Newark Ave,250
2019,40,Newport PATH,430
2019,40,Newport Pkwy,275
2019,40,Oakland Ave,104
2019,40,Paulus Hook,208
2019,40,Pershing Field,111
2019,40,Riverview Park,56
2019,40,Sip Ave,422
2019,40,Union St,24
2019,40,Van Vorst Park,191
2019,40,Warren St,234
2019,40,Washington St,313
2019,40,York St,96
2019,41,5 Corners Library,71
2019,41,Astor Place,88
2019,41,Baldwin at Montgomery,99
2019,41,Bergen Ave,81
2019,41,Brunswick & 6th,253
2019,41,Brunswick St,219
2019,41,Christ Hospital,57
2019,41,City Hall,259
2019,41,Columbus Dr at Exchange Pl,377
2019,41,Columbus Drive,213
2019,41,Communipaw & Berry Lane,47
2019,41,Dixon Mills,179
2019,41,Essex Light Rail,157
2019,41,Fairmount Ave,106
2019,41,Glenwood Ave,56
2019,41,Grand St,160
2019,41,Grove St PATH,1119
2019,41,Hamilton Park,691
2019,41,Harborside,467
2019,41,Heights Elevator,76
2019,41,Hilltop,53
2019,41,Hoboken Ave at Monmouth St,69
2019,41,JC Medical Center,154
2019,41,Jackson Square,23
2019,41,Jersey & 3rd,240
2019,41,Jersey & 6th St,214
2019,41,Journal Square,169
2019,41,Lafayette Park,95
2019,41,Leonard Gordon Park,47
2019,41,Liberty Light Rail,176
2019,41,Lincoln Park,60
2019,41,Manila & 1st,188
2019,41,Marin Light Rail,418
2019,41,McGinley Square,212
2019,41,Monmouth and 6th,206
2019,41,Montgomery St,119
2019,41,Morris Canal,231
2019,41,Newark Ave,235
2019,41,Newport PATH,428
2019,41,Newport Pkwy,283
2019,41,Oakland Ave,113
2019,41,Paulus Hook,201
2019,41,Pershing Field,104
2019,41,Riverview Park,66
2019,41,Sip Ave,455
2019,41,Union St,26
2019,41,Van Vorst Park,214
2019,41,Warren St,270
2019,41,Washington St,261
2019,41,York St,94
2019,42,5 Corners Library,50
2019,42,Astor Place,65
2019,42,Baldwin at Montgomery,75
2019,42,Bergen Ave,74
2019,42,Brunswick & 6th,248
2019,42,Brunswick St,205
2019,42,Christ Hospital,50
2019,42,City Hall,197
2019,42,Columbus Dr at Exchange Pl,320
2019,42,Columbus Drive,187
2019,42,Communipaw & Berry Lane,50
2019,42,Dey St,22
2019,42,Dixon Mills,160
2019,42,Essex Light Rail,104
2019,42,Fairmount Ave,82
2019,42,Glenwood Ave,46
2019,42,Grand St,151
2019,42,Grove St PATH,912
2019,42,Hamilton Park,571
2019,42,Harborside,430
2019,42,Heights Elevator,57
2019,42,Hilltop,54
2019,42,Hoboken Ave at Monmouth St,64
2019,42,JC Medical Center,134
2019,42,Jackson Square,19
2019,42,Jersey & 3rd,197
2019,42,Jersey & 6th St,196
2019,42,Journal Square,172
2019,42,Lafayette Park,78
2019,42,Leonard Gordon Park,38
2019,42,Liberty Light Rail,142
2019,42,Lincoln Park,56
2019,42,Manila & 1st,177
2019,42,Marin Light Rail,344
2019,42,McGinley Square,205
2019,42,Monmouth and 6th,189
2019,42,Montgomery St,96
2019,42,Morris Canal,232
2019,42,Newark Ave,212
2019,42,Newport PATH,358
2019,42,Newport Pkwy,206
2019,42,Oakland Ave,91
2019,42,Paulus Hook,179
2019,42,Pershing Field,87
2019,42,Riverview Park,47
2019,42,Sip Ave,426
2019,42,Union St,19
2019,42,Van Vorst Park,179
2019,42,Warren St,252
2019,42,Washington St,230
2019,42,York St,94
2019,43,5 Corners Library,55
2019,43,Astor Place,69
2019,43,Baldwin at Montgomery,90
2019,43,Bergen Ave,77
2019,43,Brunswick & 6th,238
2019,43,Brunswick St,203
2019,43,Christ Hospital,61
2019,43,City Hall,188
2019,43,Columbus Dr at Exchange Pl,354
2019,43,Columbus Drive,196
2019,43,Communipaw & Berry Lane,44
2019,43,Dey St,28
2019,43,Dixon Mills,152
2019,43,Essex Light Rail,142
2019,43,Fairmount Ave,86
2019,43,Glenwood Ave,51
2019,43,Grand St,141
2019,43,Grove St PATH,1047
2019,43,Hamilton Park,600
2019,43,Harborside,410
2019,43,Heights Elevator,58
2019,43,Hilltop,57
2019,43,Hoboken Ave at Monmouth St,78
2019,43,JC Medical Center,143
2019,43,Jackson Square,26
2019,43,Jersey & 3rd,234
2019,43,Jersey & 6th St,203
2019,43,Journal Square,190
2019,43,Lafayette Park,79
2019,43,Leonard Gordon Park,40
2019,43,Liberty Light Rail,155
2019,43,Lincoln Park,61
2019,43,Manila & 1st,162
2019,43,Marin Light Rail,359
2019,43,McGinley Square,229
2019,43,Monmouth and 6th,186
2019,43,Montgomery St,123
2019,43,Morris Canal,245
2019,43,Newark Ave,228
2019,43,Newport PATH,364
2019,43,Newport Pkwy,225
2019,43,Oakland Ave,117
2019,43,Paulus Hook,160
2019,43,Pershing Field,100
2019,43,Riverview Park,56
2019,43,Sip Ave,478
2019,43,Union St,20
2019,43,Van Vorst Park,167
2019,43,Warren St,287
2019,43,Washington St,265
2019,43,York St,77
2019,44,5 Corners Library,51
2019,44,Astor Place,69
2019,44,Baldwin at Montgomery,92
2019,44,Bergen Ave,89
2019,44,Brunswick & 6th,201
2019,44,Brunswick St,142
2019,44,Christ Hospital,70
2019,44,City Hall,185
2019,44,Columbus Dr at Exchange Pl,387
2019,44,Columbus Drive,180
2019,44,Communipaw & Berry Lane,33
2019,44,Dey St,27
2019,44,Dixon Mills,150
2019,44,Essex Light Rail,117
2019,44,Fairmount Ave,81
2019,44,Glenwood Ave,50
2019,44,Grand St,129
2019,44,Grove St PATH,958
2019,44,Hamilton Park,538
2019,44,Harborside,402
2019,44,Heights Elevator,54
2019,44,Hilltop,57
2019,44,Hoboken Ave at Monmouth St,62
2019,44,JC Medical Center,141
2019,44,Jackson Square,22
2019,44,Jersey & 3rd,180
2019,44,Jersey & 6th St,194
2019,44,Journal Square,187
2019,44,Lafayette Park,64
2019,44,Leonard Gordon Park,32
2019,44,Liberty Light Rail,142
2019,44,Lincoln Park,49
2019,44,Manila & 1st,145
2019,44,Marin Light Rail,350
2019,44,McGinley Square,210
2019,44,Monmouth and 6th,192
2019,44,Montgomery St,87
2019,44,Morris Canal,174
2019,44,Newark Ave,197
2019,44,Newport PATH,368
2019,44,Newport Pkwy,217
2019,44,Oakland Ave,94
2019,44,Paulus Hook,168
2019,44,Pershing Field,105
2019,44,Riverview Park,37
2019,44,Sip Ave,460
2019,44,Union St,20
2019,44,Van Vorst Park,182
2019,44,Warren St,258
2019,44,Washington St,208
2019,44,York St,77
2019,45,5 Corners Library,35
2019,45,Astor Place,75
2019,45,Baldwin at Montgomery,85
2019,45,Bergen Ave,75
2019,45,Brunswick & 6th,223
2019,45,Brunswick St,147
2019,45,Christ Hospital,47
2019,45,City Hall,191
2019,45,Columbus Dr at Exchange Pl,366
2019,45,Columbus Drive,157
2019,45,Communipaw & Berry Lane,22
2019,45,Dey St,25
2019,45,Dixon Mills,117
2019,45,Essex Light Rail,137
2019,45,Fairmount Ave,69
2019,45,Glenwood Ave,49
2019,45,Grand St,65
2019,45,Grove St PATH,949
2019,45,Hamilton Park,557
2019,45,Harborside,431
2019,45,Heights Elevator,36
2019,45,Hilltop,34
2019,45,Hoboken Ave at Monmouth St,52
2019,45,JC Medical Center,125
2019,45,Jackson Square,27
2019,45,Jersey & 3rd,182
2019,45,Jersey & 6th St,169
2019,45,Journal Square,170
2019,45,Lafayette Park,69
2019,45,Leonard Gordon Park,47
2019,45,Liberty Light Rail,144
2019,45,Lincoln Park,50
2019,45,Manila & 1st,135
2019,45,Marin Light Rail,282
2019,45,McGinley Square,186
2019,45,Monmouth and 6th,202
2019,45,Montgomery St,69
2019,45,Morris Canal,200
2019,45,Newark Ave,155
2019,45,Newport PATH,363
2019,45,Newport Pkwy,181
2019,45,Oakland Ave,101
2019,45,Paulus Hook,130
2019,45,Pershing Field,91
2019,45,Riverview Park,42
2019,45,Sip Ave,417
2019,45,Union St,22
2019,45,Van Vorst Park,144
2019,45,Warren St,227
2019,45,Washington St,90
2019,45,York St,81
2019,46,5 Corners Library,34
2019,46,Astor Place,62
2019,46,Baldwin at Montgomery,63
2019,46,Bergen Ave,65
2019,46,Brunswick & 6th,214
2019,46,Brunswick St,126
2019,46,Christ Hospital,40
2019,46,City Hall,170
2019,46,Columbus Dr at Exchange Pl,324
2019,46,Columbus Drive,151
2019,46,Communipaw & Berry Lane,27
2019,46,Dey St,24
2019,46,Dixon Mills,105
2019,46,Essex Light Rail,102
2019,46,Fairmount Ave,66
2019,46,Glenwood Ave,52
2019,46,Grand St,93
2019,46,Grove St PATH,875
2019,46,Hamilton Park,445
2019,46,Harborside,358
2019,46,Heights Elevator,27
2019,46,Hilltop,38
2019,46,Hoboken Ave at Monmouth St,38
2019,46,JC Medical Center,93
2019,46,Jackson Square,19
2019,46,Jersey & 3rd,165
2019,46,Jersey & 6th St,148
2019,46,Journal Square,134
2019,46,Lafayette Park,50
2019,46,Leonard Gordon Park,36
2019,46,Liberty Light Rail,126
2019,46,Lincoln Park,38
2019,46,Manila & 1st,102
2019,46,Marin Light Rail,244
2019,46,McGinley Square,166
2019,46,Monmouth and 6th,187
2019,46,Montgomery St,74
2019,46,Morris Canal,165
2019,46,Newark Ave,160
2019,46,Newport PATH,292
2019,46,Newport Pkwy,156
2019,46,Oakland Ave,86
2019,46,Paulus Hook,119
2019,46,Pershing Field,66
2019,46,Riverview Park,42
2019,46,Sip Ave,401
2019,46,Union St,25
2019,46,Van Vorst Park,147
2019,46,Warren St,187
2019,46,Washington St,122
2019,46,York St,61
2019,47,5 Corners Library,30
2019,47,Astor Place,76
2019,47,Baldwin at Montgomery,57
2019,47,Bergen Ave,65
2019,47,Brunswick & 6th,226
2019,47,Brunswick St,142
2019,47,Christ Hospital,42
2019,47,City Hall,148
2019,47,Columbus Dr at Exchange Pl,165
2019,47,Columbus Drive,149
2019,47,Communipaw & Berry Lane,21
2019,47,Dey St,31
2019,47,Dixon Mills,118
2019,47,Essex Light Rail,90
2019,47,Fairmount Ave,59
2019,47,Glenwood Ave,41
2019,47,Grand St,131
2019,47,Grove St PATH,796
2019,47,Hamilton Park,482
2019,47,Harborside,321
2019,47,Heights Elevator,43
2019,47,Hilltop,30
2019,47,Hoboken Ave at Monmouth St,28
2019,47,JC Medical Center,117
2019,47,Jackson Square,22
2019,47,Jersey & 3rd,166
2019,47,Jersey & 6th St,166
2019,47,Journal Square,164
2019,47,Lafayette Park,59
2019,47,Leonard Gordon Park,33
2019,47,Liberty Light Rail,121
2019,47,Lincoln Park,36
2019,47,Manila & 1st,113
2019,47,Marin Light Rail,250
2019,47,McGinley Square,165
2019,47,Monmouth and 6th,176
2019,47,Montgomery St,58
2019,47,Morris Canal,151
2019,47,Newark Ave,159
2019,47,Newport PATH,265
2019,47,Newport Pkwy,150
2019,47,Oakland Ave,75
2019,47,Paulus Hook,138
2019,47,Pershing Field,88
2019,47,Riverview Park,35
2019,47,Sip Ave,393
2019,47,Union St,22
2019,47,Van Vorst Park,126
2019,47,Warren St,184
2019,47,Washington St,135
2019,47,York St,50
2019,48,5 Corners Library,30
2019,48,Astor Place,62
2019,48,Baldwin at Montgomery,41
2019,48,Bergen Ave,52
2019,48,Brunswick & 6th,148
2019,48,Brunswick St,107
2019,48,Christ Hospital,23
2019,48,City Hall,124
2019,48,Columbus Dr at Exchange Pl,209
2019,48,Columbus Drive,131
2019,48,Communipaw & Berry Lane,25
2019,48,Dey St,28
2019,48,Dixon Mills,112
2019,48,Essex Light Rail,79
2019,48,Fairmount Ave,44
2019,48,Glenwood Ave,38
2019,48,Grand St,79
2019,48,Grove St PATH,643
2019,48,Hamilton Park,339
2019,48,Harborside,234
2019,48,Heights Elevator,32
2019,48,Hilltop,25
2019,48,Hoboken Ave at Monmouth St,37
2019,48,JC Medical Center,93
2019,48,Jackson Square,17
2019,48,Jersey & 3rd,126
2019,48,Jersey & 6th St,127
2019,48,Journal Square,104
2019,48,Lafayette Park,37
2019,48,Leonard Gordon Park,26
2019,48,Liberty Light Rail,88
2019,48,Lincoln Park,39
2019,48,Manila & 1st,89
2019,48,Marin Light Rail,216
2019,48,McGinley Square,111
2019,48,Monmouth and 6th,144
2019,48,Montgomery St,56
2019,48,Morris Canal,130
2019,48,Newark Ave,134
2019,48,Newport PATH,204
2019,48,Newport Pkwy,133
2019,48,Oakland Ave,74
2019,48,Paulus Hook,98
2019,48,Pershing Field,72
2019,48,Riverview Park,31
2019,48,Sip Ave,280
2019,48,Union St,11
2019,48,Van Vorst Park,134
2019,48,Warren St,165
2019,48,Washington St,116
2019,48,York St,44
2019,49,5 Corners Library,21
2019,49,Astor Place,66
2019,49,Baldwin at Montgomery,52
2019,49,Bergen Ave,50
2019,49,Brunswick & 6th,178
2019,49,Brunswick St,122
2019,49,Christ Hospital,34
2019,49,City Hall,125
2019,49,Columbus Dr at Exchange Pl,201
2019,49,Columbus Drive,120
2019,49,Communipaw & Berry Lane,20
2019,49,Dey St,12
2019,49,Dixon Mills,103
2019,49,Essex Light Rail,59
2019,49,Fairmount Ave,66
2019,49,Glenwood Ave,34
2019,49,Grand St,75
2019,49,Grove St PATH,621
2019,49,Hamilton Park,297
2019,49,Harborside,240
2019,49,Heights Elevator,28
2019,49,Hilltop,25
2019,49,Hoboken Ave at Monmouth St,19
2019,49,JC Medical Center,84
2019,49,Jackson Square,17
2019,49,Jersey & 3rd,140
2019,49,Jersey & 6th St,157
2019,49,Journal Square,99
2019,49,Lafayette Park,37
2019,49,Leonard Gordon Park,20
2019,49,Liberty Light Rail,82
2019,49,Lincoln Park,28
2019,49,Manila & 1st,113
2019,49,Marin Light Rail,180
2019,49,McGinley Square,147
2019,49,Monmouth and 6th,147
2019,49,Montgomery St,56
2019,49,Morris Canal,130
2019,49,Newark Ave,137
2019,49,Newport PATH,224
2019,49,Newport Pkwy,144
2019,49,Oakland Ave,63
2019,49,Paulus Hook,94
2019,49,Pershing Field,65
2019,49,Riverview Park,24
2019,49,Sip Ave,338
2019,49,Union St,10
2019,49,Van Vorst Park,114
2019,49,Warren St,129
2019,49,Washington St,110
2019,49,York St,51
2019,50,5 Corners Library,21
2019,50,Astor Place,56
2019,50,Baldwin at Montgomery,43
2019,50,Bergen Ave,42
2019,50,Brunswick & 6th,160
2019,50,Brunswick St,121
2019,50,Christ Hospital,31
2019,50,City Hall,118
2019,50,Columbus Dr at Exchange Pl,183
2019,50,Columbus Drive,114
2019,50,Communipaw & Berry Lane,16
2019,50,Dey St,15
2019,50,Dixon Mills,94
2019,50,Essex Light Rail,66
2019,50,Fairmount Ave,41
2019,50,Glenwood Ave,35
2019,50,Grand St,76
2019,50,Grove St PATH,544
2019,50,Hamilton Park,247
2019,50,Harborside,190
2019,50,Heights Elevator,27
2019,50,Hilltop,22
2019,50,Hoboken Ave at Monmouth St,22
2019,50,JC Medical Center,62
2019,50,Jackson Square,14
2019,50,Jersey & 3rd,99
2019,50,Jersey & 6th St,128
2019,50,Journal Square,59
2019,50,Lafayette Park,45
2019,50,Leonard Gordon Park,22
2019,50,Liberty Light Rail,70
2019,50,Lincoln Park,34
2019,50,Manila & 1st,97
2019,50,Marin Light Rail,149
2019,50,McGinley Square,91
2019,50,Monmouth and 6th,116
2019,50,Montgomery St,46
2019,50,Morris Canal,104
2019,50,Newark Ave,103
2019,50,Newport PATH,187
2019,50,Newport Pkwy,97
2019,50,Oakland Ave,48
2019,50,Paulus Hook,84
2019,50,Pershing Field,46
2019,50,Riverview Park,21
2019,50,Sip Ave,276
2019,50,Union St,13
2019,50,Van Vorst Park,98
2019,50,Warren St,111
2019,50,Washington St,84
2019,50,York St,48
2019,51,5 Corners Library,18
2019,51,Astor Place,67
2019,51,Baldwin at Montgomery,37
2019,51,Bergen Ave,46
2019,51,Brunswick & 6th,153
2019,51,Brunswick St,93
2019,51,Christ Hospital,24
2019,51,City Hall,116
2019,51,Columbus Dr at Exchange Pl,162
2019,51,Columbus Drive,96
2019,51,Communipaw & Berry Lane,18
2019,51,Dey St,12
2019,51,Dixon Mills,93
2019,51,Essex Light Rail,67
2019,51,Fairmount Ave,49
2019,51,Glenwood Ave,28
2019,51,Grand St,70
2019,51,Grove St PATH,541
