year,week,station,anzahl
2017,32,Monmouth and 6th,157
2017,32,Morris Canal,343
2017,32,NJCU,3
2017,32,Newark Ave,271
2017,32,Newport PATH,301
2017,32,Newport Pkwy,264
2017,32,Oakland Ave,123
2017,32,Paulus Hook,181
2017,32,Pershing Field,79
2017,32,Riverview Park,68
2017,32,Sip Ave,322
2017,32,Union St,30
2017,32,Van Vorst Park,225
2017,32,Warren St,307
2017,32,West Side Light Rail,5
2017,32,York St,22
2017,33,5 Corners Library,61
2017,33,Astor Place,60
2017,33,Baldwin at Montgomery,97
2017,33,Bayside Park,5
2017,33,Bethune Center,1
2017,33,Brunswick & 6th,174
2017,33,Brunswick St,205
2017,33,Christ Hospital,72
2017,33,City Hall,180
2017,33,Columbia Park,7
2017,33,Columbus Drive,216
2017,33,Communipaw & Berry Lane,34
2017,33,Danforth Light Rail,8
2017,33,Dey St,30
2017,33,Dixon Mills,153
2017,33,Essex Light Rail,227
2017,33,Exchange Place,510
2017,33,Garfield Ave Station,42
2017,33,Grove St PATH,946
2017,33,Hamilton Park,498
2017,33,Heights Elevator,78
2017,33,Hilltop,74
2017,33,JC Medical Center,115
2017,33,Jersey & 3rd,198
2017,33,Jersey & 6th St,162
2017,33,Lafayette Park,65
2017,33,Leonard Gordon Park,55
2017,33,Liberty Light Rail,227
2017,33,Lincoln Park,63
2017,33,MLK Light Rail,5
2017,33,Manila & 1st,157
2017,33,Marin Light Rail,219
2017,33,McGinley Square,182
2017,33,Monmouth and 6th,125
2017,33,Morris Canal,361
2017,33,NJCU,8
2017,33,Newark Ave,262
2017,33,Newport PATH,324
2017,33,Newport Pkwy,307
2017,33,Oakland Ave,131
2017,33,Paulus Hook,205
2017,33,Pershing Field,76
2017,33,Riverview Park,63
2017,33,Sip Ave,377
2017,33,Union St,27
2017,33,Van Vorst Park,248
2017,33,Warren St,310
2017,33,West Side Light Rail,5
2017,33,York St,33
2017,34,5 Corners Library,53
2017,34,Astor Place,85
2017,34,Baldwin at Montgomery,110
2017,34,Bayside Park,8
2017,34,Brunswick & 6th,154
2017,34,Brunswick St,205
2017,34,Christ Hospital,74
2017,34,City Hall,188
2017,34,Columbia Park,11
2017,34,Columbus Drive,219
2017,34,Communipaw & Berry Lane,33
2017,34,Danforth Light Rail,7
2017,34,Dey St,44
2017,34,Dixon Mills,155
2017,34,Essex Light Rail,282
2017,34,Exchange Place,549
2017,34,Garfield Ave Station,41
2017,34,Grove St PATH,966
2017,34,Hamilton Park,553
2017,34,Heights Elevator,57
2017,34,Hilltop,87
2017,34,JC Medical Center,179
2017,34,Jersey & 3rd,199
2017,34,Jersey & 6th St,189
2017,34,Lafayette Park,70
2017,34,Leonard Gordon Park,53
2017,34,Liberty Light Rail,251
2017,34,Lincoln Park,56
2017,34,MLK Light Rail,3
2017,34,Manila & 1st,110
2017,34,Marin Light Rail,231
2017,34,McGinley Square,187
2017,34,Monmouth and 6th,106
2017,34,Morris Canal,373
2017,34,NJCU,5
2017,34,Newark Ave,257
2017,34,Newport PATH,336
2017,34,Newport Pkwy,292
2017,34,Oakland Ave,121
2017,34,Paulus Hook,222
2017,34,Pershing Field,76
2017,34,Riverview Park,53
2017,34,Sip Ave,389
2017,34,Union St,31
2017,34,Van Vorst Park,213
2017,34,Warren St,310
2017,34,West Side Light Rail,11
2017,34,York St,52
2017,35,5 Corners Library,45
2017,35,Astor Place,73
2017,35,Baldwin at Montgomery,79
2017,35,Bayside Park,3
2017,35,Bethune Center,1
2017,35,Brunswick & 6th,147
2017,35,Brunswick St,172
2017,35,Christ Hospital,60
2017,35,City Hall,145
2017,35,Columbia Park,3
2017,35,Columbus Drive,173
2017,35,Communipaw & Berry Lane,35
2017,35,Danforth Light Rail,6
2017,35,Dey St,40
2017,35,Dixon Mills,105
2017,35,Essex Light Rail,204
2017,35,Exchange Place,478
2017,35,Garfield Ave Station,23
2017,35,Grove St PATH,866
2017,35,Hamilton Park,503
2017,35,Heights Elevator,55
2017,35,Hilltop,45
2017,35,JC Medical Center,95
2017,35,Jersey & 3rd,183
2017,35,Jersey & 6th St,174
2017,35,Lafayette Park,75
2017,35,Leonard Gordon Park,44
2017,35,Liberty Light Rail,153
2017,35,Lincoln Park,54
2017,35,MLK Light Rail,3
2017,35,Manila & 1st,83
2017,35,Marin Light Rail,166
2017,35,McGinley Square,137
2017,35,Monmouth and 6th,107
2017,35,Morris Canal,298
2017,35,NJCU,6
2017,35,Newark Ave,247
2017,35,Newport PATH,264
2017,35,Newport Pkwy,196
2017,35,Oakland Ave,131
2017,35,Paulus Hook,150
2017,35,Pershing Field,72
2017,35,Riverview Park,47
2017,35,Sip Ave,333
2017,35,Union St,18
2017,35,Van Vorst Park,242
2017,35,Warren St,230
2017,35,West Side Light Rail,7
2017,35,York St,37
2017,36,5 Corners Library,57
2017,36,Astor Place,65
2017,36,Baldwin at Montgomery,90
2017,36,Bayside Park,5
2017,36,Bethune Center,1
2017,36,Brunswick & 6th,172
2017,36,Brunswick St,201
2017,36,Christ Hospital,62
2017,36,City Hall,189
2017,36,Columbia Park,4
2017,36,Columbus Drive,196
2017,36,Communipaw & Berry Lane,35
2017,36,Danforth Light Rail,7
2017,36,Dey St,35
2017,36,Dixon Mills,104
2017,36,Essex Light Rail,193
2017,36,Exchange Place,494
2017,36,Garfield Ave Station,27
2017,36,Grove St PATH,881
2017,36,Hamilton Park,514
2017,36,Heights Elevator,69
2017,36,Hilltop,71
2017,36,JC Medical Center,135
2017,36,Jersey & 3rd,185
2017,36,Jersey & 6th St,164
2017,36,Lafayette Park,50
2017,36,Leonard Gordon Park,46
2017,36,Liberty Light Rail,193
2017,36,Lincoln Park,66
2017,36,MLK Light Rail,8
2017,36,Manila & 1st,153
2017,36,Marin Light Rail,213
2017,36,McGinley Square,161
2017,36,Monmouth and 6th,107
2017,36,Morris Canal,302
2017,36,NJCU,8
2017,36,Newark Ave,259
2017,36,Newport PATH,313
2017,36,Newport Pkwy,245
2017,36,Oakland Ave,117
2017,36,Paulus Hook,214
2017,36,Pershing Field,84
2017,36,Riverview Park,65
2017,36,Sip Ave,363
2017,36,Union St,15
2017,36,Van Vorst Park,237
2017,36,Warren St,241
2017,36,West Side Light Rail,5
2017,36,York St,50
2017,37,5 Corners Library,53
2017,37,Astor Place,63
2017,37,Baldwin at Montgomery,102
2017,37,Bayside Park,3
2017,37,Bethune Center,3
2017,37,Brunswick & 6th,186
2017,37,Brunswick St,209
2017,37,Christ Hospital,70
2017,37,City Hall,248
2017,37,Columbia Park,9
2017,37,Columbus Drive,210
2017,37,Communipaw & Berry Lane,31
2017,37,Danforth Light Rail,7
2017,37,Dey St,43
2017,37,Dixon Mills,148
2017,37,Essex Light Rail,265
2017,37,Exchange Place,572
2017,37,Garfield Ave Station,30
2017,37,Grove St PATH,1048
2017,37,Hamilton Park,582
2017,37,Heights Elevator,70
2017,37,Hilltop,76
2017,37,JC Medical Center,168
2017,37,Jersey & 3rd,238
2017,37,Jersey & 6th St,209
2017,37,Lafayette Park,64
2017,37,Leonard Gordon Park,47
2017,37,Liberty Light Rail,182
2017,37,Lincoln Park,60
2017,37,MLK Light Rail,8
2017,37,Manila & 1st,174
2017,37,Marin Light Rail,258
2017,37,McGinley Square,167
2017,37,Monmouth and 6th,125
2017,37,Morris Canal,384
2017,37,NJCU,13
2017,37,Newark Ave,262
2017,37,Newport PATH,385
2017,37,Newport Pkwy,236
2017,37,Oakland Ave,128
2017,37,Paulus Hook,202
2017,37,Pershing Field,83
2017,37,Riverview Park,63
2017,37,Sip Ave,424
2017,37,Union St,15
2017,37,Van Vorst Park,274
2017,37,Warren St,254
2017,37,West Side Light Rail,8
2017,37,York St,60
2017,38,5 Corners Library,74
2017,38,Astor Place,56
2017,38,Baldwin at Montgomery,104
2017,38,Bayside Park,2
2017,38,Bethune Center,3
2017,38,Brunswick & 6th,164
2017,38,Brunswick St,228
2017,38,Christ Hospital,75
2017,38,City Hall,233
2017,38,Columbia Park,4
2017,38,Columbus Drive,189
2017,38,Communipaw & Berry Lane,26
2017,38,Danforth Light Rail,3
2017,38,Dey St,36
2017,38,Dixon Mills,135
2017,38,Essex Light Rail,237
2017,38,Exchange Place,517
2017,38,Garfield Ave Station,33
2017,38,Grove St PATH,1012
2017,38,Hamilton Park,661
2017,38,Heights Elevator,60
2017,38,Hilltop,79
2017,38,JC Medical Center,167
2017,38,Jersey & 3rd,200
2017,38,Jersey & 6th St,203
2017,38,Lafayette Park,78
2017,38,Leonard Gordon Park,56
2017,38,Liberty Light Rail,200
2017,38,Lincoln Park,70
2017,38,MLK Light Rail,11
2017,38,Manila & 1st,137
2017,38,Marin Light Rail,229
2017,38,McGinley Square,150
2017,38,Monmouth and 6th,99
2017,38,Morris Canal,343
2017,38,NJCU,17
2017,38,Newark Ave,248
2017,38,Newport PATH,402
2017,38,Newport Pkwy,228
2017,38,Oakland Ave,148
2017,38,Paulus Hook,242
2017,38,Pershing Field,76
2017,38,Riverview Park,68
2017,38,Sip Ave,429
2017,38,Union St,19
2017,38,Van Vorst Park,297
2017,38,Warren St,252
2017,38,West Side Light Rail,4
2017,38,York St,57
2017,39,5 Corners Library,48
2017,39,Astor Place,42
2017,39,Baldwin at Montgomery,78
2017,39,Bayside Park,5
2017,39,Bethune Center,3
2017,39,Brunswick & 6th,180
2017,39,Brunswick St,202
2017,39,Christ Hospital,68
2017,39,City Hall,217
2017,39,Columbia Park,3
2017,39,Columbus Drive,143
2017,39,Communipaw & Berry Lane,35
2017,39,Danforth Light Rail,3
2017,39,Dey St,42
2017,39,Dixon Mills,124
2017,39,Essex Light Rail,190
2017,39,Exchange Place,451
2017,39,Garfield Ave Station,27
2017,39,Grove St PATH,979
2017,39,Hamilton Park,534
2017,39,Heights Elevator,68
2017,39,Hilltop,53
2017,39,JC Medical Center,168
2017,39,Jersey & 3rd,188
2017,39,Jersey & 6th St,161
2017,39,Lafayette Park,59
2017,39,Leonard Gordon Park,50
2017,39,Liberty Light Rail,160
2017,39,Lincoln Park,58
2017,39,MLK Light Rail,4
2017,39,Manila & 1st,137
2017,39,Marin Light Rail,190
2017,39,McGinley Square,140
2017,39,Monmouth and 6th,117
2017,39,Morris Canal,297
2017,39,NJCU,15
2017,39,Newark Ave,218
2017,39,Newport PATH,332
2017,39,Newport Pkwy,211
2017,39,Oakland Ave,89
2017,39,Paulus Hook,247
2017,39,Pershing Field,75
2017,39,Riverview Park,77
2017,39,Sip Ave,386
2017,39,Union St,9
2017,39,Van Vorst Park,209
2017,39,Warren St,199
2017,39,West Side Light Rail,9
2017,39,York St,56
2017,40,5 Corners Library,46
2017,40,Astor Place,61
2017,40,Baldwin at Montgomery,99
2017,40,Bayside Park,4
2017,40,Brunswick & 6th,151
2017,40,Brunswick St,229
2017,40,Christ Hospital,88
2017,40,City Hall,224
2017,40,Columbia Park,3
2017,40,Columbus Drive,197
2017,40,Communipaw & Berry Lane,28
2017,40,Danforth Light Rail,5
2017,40,Dey St,36
2017,40,Dixon Mills,140
2017,40,Essex Light Rail,231
2017,40,Exchange Place,563
2017,40,Garfield Ave Station,23
2017,40,Grove St PATH,1082
2017,40,Hamilton Park,650
2017,40,Harborside,212
2017,40,Heights Elevator,75
2017,40,Hilltop,71
2017,40,JC Medical Center,165
2017,40,JCBS Depot,5
2017,40,Jersey & 3rd,197
2017,40,Jersey & 6th St,171
2017,40,Journal Square,65
2017,40,Lafayette Park,69
2017,40,Leonard Gordon Park,68
2017,40,Liberty Light Rail,171
2017,40,Lincoln Park,66
2017,40,MLK Light Rail,8
2017,40,Manila & 1st,141
2017,40,Marin Light Rail,228
2017,40,McGinley Square,167
2017,40,Monmouth and 6th,133
2017,40,Morris Canal,360
2017,40,NJCU,12
2017,40,Newark Ave,253
2017,40,Newport PATH,352
2017,40,Newport Pkwy,196
2017,40,Oakland Ave,122
2017,40,Paulus Hook,254
2017,40,Pershing Field,84
2017,40,Riverview Park,62
2017,40,Sip Ave,433
2017,40,Union St,18
2017,40,Van Vorst Park,258
2017,40,Warren St,235
2017,40,Washington St,126
2017,40,West Side Light Rail,8
2017,40,York St,72
2017,41,5 Corners Library,49
2017,41,Astor Place,61
2017,41,Baldwin at Montgomery,111
2017,41,Bethune Center,4
2017,41,Brunswick & 6th,177
2017,41,Brunswick St,183
2017,41,Christ Hospital,60
2017,41,City Hall,213
2017,41,Columbia Park,6
2017,41,Columbus Drive,166
2017,41,Communipaw & Berry Lane,28
2017,41,Danforth Light Rail,4
2017,41,Dey St,41
2017,41,Dixon Mills,132
2017,41,Essex Light Rail,205
2017,41,Exchange Place,479
2017,41,Garfield Ave Station,25
2017,41,Grove St PATH,1043
2017,41,Hamilton Park,575
2017,41,Harborside,229
2017,41,Heights Elevator,56
2017,41,Hilltop,76
2017,41,JC Medical Center,110
2017,41,JCBS Depot,1
2017,41,Jersey & 3rd,194
2017,41,Jersey & 6th St,160
2017,41,Journal Square,73
2017,41,Lafayette Park,66
2017,41,Leonard Gordon Park,59
2017,41,Liberty Light Rail,139
2017,41,Lincoln Park,70
2017,41,MLK Light Rail,10
2017,41,Manila & 1st,134
2017,41,Marin Light Rail,185
2017,41,McGinley Square,141
2017,41,Monmouth and 6th,137
2017,41,Morris Canal,290
2017,41,NJCU,20
2017,41,Newark Ave,208
2017,41,Newport PATH,366
2017,41,Newport Pkwy,204
2017,41,Oakland Ave,117
2017,41,Paulus Hook,220
2017,41,Pershing Field,88
2017,41,Riverview Park,47
2017,41,Sip Ave,386
2017,41,Union St,16
2017,41,Van Vorst Park,235
2017,41,Warren St,193
2017,41,Washington St,122
2017,41,West Side Light Rail,7
2017,41,York St,41
2017,42,5 Corners Library,48
2017,42,Astor Place,65
2017,42,Baldwin at Montgomery,89
2017,42,Bayside Park,3
2017,42,Bethune Center,4
2017,42,Brunswick & 6th,192
2017,42,Brunswick St,214
2017,42,Christ Hospital,72
2017,42,City Hall,230
2017,42,Columbia Park,3
2017,42,Columbus Drive,143
2017,42,Communipaw & Berry Lane,29
2017,42,Danforth Light Rail,4
2017,42,Dey St,34
2017,42,Dixon Mills,161
2017,42,Essex Light Rail,206
2017,42,Exchange Place,493
2017,42,Garfield Ave Station,27
2017,42,Grove St PATH,1038
2017,42,Hamilton Park,592
2017,42,Harborside,222
2017,42,Heights Elevator,51
2017,42,Hilltop,68
2017,42,JC Medical Center,188
2017,42,Jersey & 3rd,227
2017,42,Jersey & 6th St,210
2017,42,Journal Square,79
2017,42,Lafayette Park,57
2017,42,Leonard Gordon Park,59
2017,42,Liberty Light Rail,140
2017,42,Lincoln Park,46
2017,42,MLK Light Rail,6
2017,42,Manila & 1st,142
2017,42,Marin Light Rail,203
2017,42,McGinley Square,148
2017,42,Monmouth and 6th,136
2017,42,Morris Canal,343
2017,42,NJCU,15
2017,42,Newark Ave,221
2017,42,Newport PATH,374
2017,42,Newport Pkwy,216
2017,42,Oakland Ave,123
2017,42,Paulus Hook,264
2017,42,Pershing Field,76
2017,42,Riverview Park,52
2017,42,Sip Ave,392
2017,42,Union St,12
2017,42,Van Vorst Park,278
2017,42,Warren St,196
2017,42,Washington St,158
2017,42,West Side Light Rail,7
2017,42,York St,55
2017,43,5 Corners Library,33
2017,43,Astor Place,53
2017,43,Baldwin at Montgomery,61
2017,43,Bayside Park,2
2017,43,Bethune Center,4
2017,43,Brunswick & 6th,144
2017,43,Brunswick St,155
2017,43,Christ Hospital,73
2017,43,City Hall,189
2017,43,Columbus Drive,134
2017,43,Communipaw & Berry Lane,18
2017,43,Danforth Light Rail,5
2017,43,Dey St,36
2017,43,Dixon Mills,128
2017,43,Essex Light Rail,171
2017,43,Exchange Place,392
2017,43,Garfield Ave Station,22
2017,43,Grove St PATH,887
2017,43,Hamilton Park,510
2017,43,Harborside,179
2017,43,Heights Elevator,57
2017,43,Hilltop,52
2017,43,JC Medical Center,112
2017,43,Jersey & 3rd,207
2017,43,Jersey & 6th St,162
2017,43,Journal Square,73
2017,43,Lafayette Park,49
2017,43,Leonard Gordon Park,37
2017,43,Liberty Light Rail,126
2017,43,Lincoln Park,59
2017,43,MLK Light Rail,5
2017,43,Manila & 1st,130
2017,43,Marin Light Rail,144
2017,43,McGinley Square,100
2017,43,Monmouth and 6th,96
2017,43,Morris Canal,283
2017,43,NJCU,13
2017,43,Newark Ave,183
2017,43,Newport PATH,290
2017,43,Newport Pkwy,170
2017,43,Oakland Ave,112
2017,43,Paulus Hook,174
2017,43,Pershing Field,72
2017,43,Riverview Park,51
2017,43,Sip Ave,336
2017,43,Union St,9
2017,43,Van Vorst Park,203
2017,43,Warren St,163
2017,43,Washington St,135
2017,43,West Side Light Rail,3
2017,43,York St,44
2017,44,5 Corners Library,29
2017,44,Astor Place,55
2017,44,Baldwin at Montgomery,69
2017,44,Bayside Park,4
2017,44,Brunswick & 6th,161
2017,44,Brunswick St,173
2017,44,Christ Hospital,53
2017,44,City Hall,208
2017,44,Columbia Park,4
2017,44,Columbus Drive,151
2017,44,Communipaw & Berry Lane,23
2017,44,Danforth Light Rail,1
2017,44,Dey St,27
2017,44,Dixon Mills,102
2017,44,Essex Light Rail,173
2017,44,Exchange Place,421
2017,44,Garfield Ave Station,16
2017,44,Grove St PATH,935
2017,44,Hamilton Park,531
2017,44,Harborside,210
2017,44,Heights Elevator,49
2017,44,Hilltop,38
2017,44,JC Medical Center,107
2017,44,Jersey & 3rd,175
2017,44,Jersey & 6th St,174
2017,44,Journal Square,65
2017,44,Lafayette Park,41
2017,44,Leonard Gordon Park,43
2017,44,Liberty Light Rail,122
2017,44,Lincoln Park,45
2017,44,MLK Light Rail,8
2017,44,Manila & 1st,114
2017,44,Marin Light Rail,141
2017,44,McGinley Square,120
2017,44,Monmouth and 6th,117
2017,44,Morris Canal,248
2017,44,NJCU,10
2017,44,Newark Ave,210
2017,44,Newport PATH,298
2017,44,Newport Pkwy,176
2017,44,Oakland Ave,108
2017,44,Paulus Hook,186
2017,44,Pershing Field,67
2017,44,Riverview Park,35
2017,44,Sip Ave,376
2017,44,Union St,12
2017,44,Van Vorst Park,215
2017,44,Warren St,174
2017,44,Washington St,141
2017,44,West Side Light Rail,2
2017,44,York St,56
2017,45,5 Corners Library,17
2017,45,Astor Place,47
2017,45,Baldwin at Montgomery,50
2017,45,Brunswick & 6th,134
2017,45,Brunswick St,126
2017,45,Christ Hospital,39
2017,45,City Hall,130
2017,45,Columbia Park,3
2017,45,Columbus Drive,109
2017,45,Communipaw & Berry Lane,22
2017,45,Danforth Light Rail,1
2017,45,Dey St,26
2017,45,Dixon Mills,80
2017,45,Essex Light Rail,117
2017,45,Exchange Place,299
2017,45,Garfield Ave Station,10
2017,45,Grove St PATH,704
2017,45,Hamilton Park,447
2017,45,Harborside,184
2017,45,Heights Elevator,27
2017,45,Hilltop,40
2017,45,JC Medical Center,72
2017,45,Jersey & 3rd,162
2017,45,Jersey & 6th St,133
2017,45,Journal Square,53
2017,45,Lafayette Park,27
2017,45,Leonard Gordon Park,36
2017,45,Liberty Light Rail,70
2017,45,Lincoln Park,36
2017,45,MLK Light Rail,4
2017,45,Manila & 1st,99
2017,45,Marin Light Rail,144
2017,45,McGinley Square,91
2017,45,Monmouth and 6th,101
2017,45,Morris Canal,198
2017,45,NJCU,7
2017,45,Newark Ave,149
2017,45,Newport PATH,241
2017,45,Newport Pkwy,145
2017,45,Oakland Ave,65
2017,45,Paulus Hook,159
2017,45,Pershing Field,56
2017,45,Riverview Park,22
2017,45,Sip Ave,275
2017,45,Union St,12
2017,45,Van Vorst Park,172
2017,45,Warren St,139
2017,45,Washington St,125
2017,45,West Side Light Rail,1
2017,45,York St,53
2017,46,5 Corners Library,38
2017,46,Astor Place,43
2017,46,Baldwin at Montgomery,60
2017,46,Bayside Park,1
2017,46,Brunswick & 6th,117
2017,46,Brunswick St,118
2017,46,Christ Hospital,31
2017,46,City Hall,113
2017,46,Columbus Drive,97
2017,46,Communipaw & Berry Lane,16
2017,46,Dey St,22
2017,46,Dixon Mills,103
2017,46,Essex Light Rail,137
2017,46,Exchange Place,333
2017,46,Garfield Ave Station,13
2017,46,Grove St PATH,728
2017,46,Hamilton Park,440
2017,46,Harborside,172
2017,46,Heights Elevator,28
2017,46,Hilltop,38
2017,46,JC Medical Center,98
2017,46,Jersey & 3rd,143
2017,46,Jersey & 6th St,128
2017,46,Journal Square,40
2017,46,Lafayette Park,35
2017,46,Leonard Gordon Park,37
2017,46,Liberty Light Rail,70
2017,46,Lincoln Park,36
2017,46,MLK Light Rail,1
2017,46,Manila & 1st,84
2017,46,Marin Light Rail,114
2017,46,McGinley Square,111
2017,46,Monmouth and 6th,82
2017,46,Morris Canal,182
2017,46,NJCU,9
2017,46,Newark Ave,131
2017,46,Newport PATH,244
2017,46,Newport Pkwy,135
2017,46,Oakland Ave,75
2017,46,Paulus Hook,141
2017,46,Pershing Field,62
2017,46,Riverview Park,34
2017,46,Sip Ave,273
2017,46,Union St,6
2017,46,Van Vorst Park,130
2017,46,Warren St,122
2017,46,Washington St,108
2017,46,West Side Light Rail,2
2017,46,York St,56
2017,47,5 Corners Library,21
2017,47,Astor Place,38
2017,47,Baldwin at Montgomery,58
2017,47,Bayside Park,1
2017,47,Brunswick & 6th,78
2017,47,Brunswick St,75
2017,47,Christ Hospital,29
2017,47,City Hall,107
2017,47,Columbia Park,1
2017,47,Columbus Drive,82
2017,47,Communipaw & Berry Lane,7
2017,47,Dey St,13
2017,47,Dixon Mills,64
2017,47,Essex Light Rail,78
2017,47,Exchange Place,233
2017,47,Garfield Ave Station,4
2017,47,Grove St PATH,512
2017,47,Hamilton Park,307
2017,47,Harborside,121
2017,47,Heights Elevator,27
2017,47,Hilltop,35
2017,47,JC Medical Center,77
2017,47,Jersey & 3rd,127
2017,47,Jersey & 6th St,88
2017,47,Journal Square,38
2017,47,Lafayette Park,38
2017,47,Leonard Gordon Park,28
2017,47,Liberty Light Rail,60
2017,47,Lincoln Park,43
2017,47,MLK Light Rail,2
2017,47,Manila & 1st,72
2017,47,Marin Light Rail,84
2017,47,McGinley Square,74
2017,47,Monmouth and 6th,75
2017,47,Morris Canal,162
2017,47,NJCU,4
2017,47,Newark Ave,93
2017,47,Newport PATH,210
2017,47,Newport Pkwy,123
2017,47,Oakland Ave,48
2017,47,Paulus Hook,114
2017,47,Pershing Field,38
2017,47,Riverview Park,17
2017,47,Sip Ave,238
2017,47,Union St,8
2017,47,Van Vorst Park,128
2017,47,Warren St,122
2017,47,Washington St,74
2017,47,West Side Light Rail,4
2017,47,York St,43
2017,48,5 Corners Library,28
2017,48,Astor Place,52
2017,48,Baldwin at Montgomery,72
2017,48,Bayside Park,5
2017,48,Bethune Center,1
2017,48,Brunswick & 6th,155
2017,48,Brunswick St,120
2017,48,Christ Hospital,54
2017,48,City Hall,146
2017,48,Columbia Park,2
2017,48,Columbus Drive,126
2017,48,Communipaw & Berry Lane,25
2017,48,Danforth Light Rail,1
2017,48,Dey St,26
2017,48,Dixon Mills,90
2017,48,Essex Light Rail,133
2017,48,Exchange Place,360
2017,48,Garfield Ave Station,11
2017,48,Grove St PATH,786
2017,48,Hamilton Park,470
2017,48,Harborside,153
2017,48,Heights Elevator,39
2017,48,Hilltop,40
2017,48,JC Medical Center,94
2017,48,Jersey & 3rd,175
2017,48,Jersey & 6th St,129
2017,48,Journal Square,54
2017,48,Lafayette Park,35
2017,48,Leonard Gordon Park,36
2017,48,Liberty Light Rail,91
2017,48,Lincoln Park,36
2017,48,MLK Light Rail,6
2017,48,Manila & 1st,114
2017,48,Marin Light Rail,126
2017,48,McGinley Square,104
2017,48,Monmouth and 6th,116
2017,48,Morris Canal,213
2017,48,NJCU,8
2017,48,Newark Ave,147
2017,48,Newport PATH,247
2017,48,Newport Pkwy,140
2017,48,Oakland Ave,87
2017,48,Paulus Hook,161
2017,48,Pershing Field,54
2017,48,Riverview Park,36
