station,season,year,week,count
Sip Ave,winter,2016,7,171
Grove St PATH,winter,2016,7,214
West Side Light Rail,winter,2016,8,1
MLK Light Rail,winter,2016,8,5
NJCU,winter,2016,8,5
Union St,winter,2016,8,5
Garfield Ave Station,winter,2016,8,6
Dey St,winter,2016,8,16
Hilltop,winter,2016,8,21
North St,winter,2016,8,22
Heights Elevator,winter,2016,8,24
Riverview Park,winter,2016,8,25
5 Corners Library,winter,2016,8,26
Lincoln Park,winter,2016,8,29
Central Ave,winter,2016,8,33
Baldwin at Montgomery,winter,2016,8,40
Christ Hospital,winter,2016,8,43
Oakland Ave,winter,2016,8,44
JC Medical Center,winter,2016,8,55
Pershing Field,winter,2016,8,55
Liberty Light Rail,winter,2016,8,59
Warren St,winter,2016,8,72
City Hall,winter,2016,8,74
Paulus Hook,winter,2016,8,75
Newport Pkwy,winter,2016,8,80
Essex Light Rail,winter,2016,8,97
McGinley Square,winter,2016,8,97
Van Vorst Park,winter,2016,8,100
Newark Ave,winter,2016,8,120
Newport PATH,winter,2016,8,121
Exchange Place,winter,2016,8,137
Brunswick St,winter,2016,8,138
Sip Ave,winter,2016,8,180
Hamilton Park,winter,2016,8,191
Grove St PATH,winter,2016,8,277
Columbia Park,winter,2016,9,2
NJCU,winter,2016,9,4
Union St,winter,2016,9,4
Bayside Park,winter,2016,9,5
West Side Light Rail,winter,2016,9,5
Garfield Ave Station,winter,2016,9,8
MLK Light Rail,winter,2016,9,10
North St,winter,2016,9,13
Heights Elevator,winter,2016,9,14
Riverview Park,winter,2016,9,22
Central Ave,winter,2016,9,25
Hilltop,winter,2016,9,28
Dey St,winter,2016,9,31
5 Corners Library,winter,2016,9,36
Christ Hospital,winter,2016,9,37
Baldwin at Montgomery,winter,2016,9,38
Pershing Field,winter,2016,9,41
Lincoln Park,winter,2016,9,43
JC Medical Center,winter,2016,9,48
Oakland Ave,winter,2016,9,51
Liberty Light Rail,winter,2016,9,53
Newport Pkwy,winter,2016,9,59
Paulus Hook,winter,2016,9,69
Warren St,winter,2016,9,76
City Hall,winter,2016,9,78
Essex Light Rail,winter,2016,9,88
McGinley Square,winter,2016,9,88
Newark Ave,winter,2016,9,113
Van Vorst Park,winter,2016,9,115
Newport PATH,winter,2016,9,140
Brunswick St,winter,2016,9,143
Exchange Place,winter,2016,9,145
Hamilton Park,winter,2016,9,195
Sip Ave,winter,2016,9,199
Grove St PATH,winter,2016,9,279
West Side Light Rail,winter,2016,10,1
Columbia Park,winter,2016,10,3
Union St,winter,2016,10,3
MLK Light Rail,winter,2016,10,8
NJCU,winter,2016,10,9
Bayside Park,winter,2016,10,11
Garfield Ave Station,winter,2016,10,11
Heights Elevator,winter,2016,10,22
Riverview Park,winter,2016,10,28
North St,winter,2016,10,29
Dey St,winter,2016,10,37
Hilltop,winter,2016,10,38
5 Corners Library,winter,2016,10,42
Central Ave,winter,2016,10,47
Christ Hospital,winter,2016,10,48
Oakland Ave,winter,2016,10,57
Pershing Field,winter,2016,10,58
Baldwin at Montgomery,winter,2016,10,61
Lincoln Park,winter,2016,10,74
JC Medical Center,winter,2016,10,106
Liberty Light Rail,winter,2016,10,109
McGinley Square,winter,2016,10,118
Paulus Hook,winter,2016,10,124
City Hall,winter,2016,10,128
Warren St,winter,2016,10,133
Van Vorst Park,winter,2016,10,157
Essex Light Rail,winter,2016,10,164
Newark Ave,winter,2016,10,164
Newport Pkwy,winter,2016,10,167
Brunswick St,winter,2016,10,203
Newport PATH,winter,2016,10,243
Exchange Place,winter,2016,10,255
Hamilton Park,winter,2016,10,256
Sip Ave,winter,2016,10,267
Grove St PATH,winter,2016,10,399
Union St,winter,2016,11,3
Columbia Park,winter,2016,11,4
MLK Light Rail,winter,2016,11,4
West Side Light Rail,winter,2016,11,4
Garfield Ave Station,winter,2016,11,5
Bayside Park,winter,2016,11,8
NJCU,winter,2016,11,8
North St,winter,2016,11,20
Heights Elevator,winter,2016,11,21
Riverview Park,winter,2016,11,27
Christ Hospital,winter,2016,11,32
Hilltop,winter,2016,11,32
5 Corners Library,winter,2016,11,34
Dey St,winter,2016,11,34
Central Ave,winter,2016,11,40
Pershing Field,winter,2016,11,43
Oakland Ave,winter,2016,11,48
Lincoln Park,winter,2016,11,49
Baldwin at Montgomery,winter,2016,11,55
JC Medical Center,winter,2016,11,66
Liberty Light Rail,winter,2016,11,68
Newport Pkwy,winter,2016,11,81
City Hall,winter,2016,11,85
Warren St,winter,2016,11,101
Paulus Hook,winter,2016,11,102
McGinley Square,winter,2016,11,112
Essex Light Rail,winter,2016,11,130
Newark Ave,winter,2016,11,130
Van Vorst Park,winter,2016,11,145
Brunswick St,winter,2016,11,177
Hamilton Park,winter,2016,11,210
Exchange Place,winter,2016,11,219
Newport PATH,winter,2016,11,223
Sip Ave,winter,2016,11,268
Grove St PATH,winter,2016,11,391
West Side Light Rail,spring,2016,12,2
Columbia Park,spring,2016,12,3
Garfield Ave Station,spring,2016,12,5
Union St,spring,2016,12,5
Bayside Park,spring,2016,12,6
NJCU,spring,2016,12,7
MLK Light Rail,spring,2016,12,8
Heights Elevator,spring,2016,12,21
Riverview Park,spring,2016,12,27
Dey St,spring,2016,12,29
North St,spring,2016,12,32
5 Corners Library,spring,2016,12,38
Central Ave,spring,2016,12,38
Christ Hospital,spring,2016,12,39
Hilltop,spring,2016,12,40
Oakland Ave,spring,2016,12,52
Pershing Field,spring,2016,12,61
JC Medical Center,spring,2016,12,67
Liberty Light Rail,spring,2016,12,67
Baldwin at Montgomery,spring,2016,12,76
Lincoln Park,spring,2016,12,78
City Hall,spring,2016,12,91
Warren St,spring,2016,12,104
Paulus Hook,spring,2016,12,111
McGinley Square,spring,2016,12,115
Newport Pkwy,spring,2016,12,122
Essex Light Rail,spring,2016,12,129
Van Vorst Park,spring,2016,12,140
Newark Ave,spring,2016,12,156
Brunswick St,spring,2016,12,169
Newport PATH,spring,2016,12,197
Exchange Place,spring,2016,12,222
Hamilton Park,spring,2016,12,243
Sip Ave,spring,2016,12,300
Grove St PATH,spring,2016,12,415
Union St,spring,2016,13,1
West Side Light Rail,spring,2016,13,1
Garfield Ave Station,spring,2016,13,3
NJCU,spring,2016,13,9
Bayside Park,spring,2016,13,10
MLK Light Rail,spring,2016,13,10
Riverview Park,spring,2016,13,20
Hilltop,spring,2016,13,22
Dey St,spring,2016,13,23
North St,spring,2016,13,26
Heights Elevator,spring,2016,13,27
Christ Hospital,spring,2016,13,41
5 Corners Library,spring,2016,13,43
Central Ave,spring,2016,13,49
JC Medical Center,spring,2016,13,50
Oakland Ave,spring,2016,13,51
Pershing Field,spring,2016,13,55
Liberty Light Rail,spring,2016,13,60
Baldwin at Montgomery,spring,2016,13,66
Lincoln Park,spring,2016,13,67
Newport Pkwy,spring,2016,13,93
McGinley Square,spring,2016,13,95
City Hall,spring,2016,13,96
Paulus Hook,spring,2016,13,100
Warren St,spring,2016,13,111
Essex Light Rail,spring,2016,13,118
Van Vorst Park,spring,2016,13,120
Newark Ave,spring,2016,13,123
Hamilton Park,spring,2016,13,152
Brunswick St,spring,2016,13,161
Newport PATH,spring,2016,13,192
Exchange Place,spring,2016,13,208
Sip Ave,spring,2016,13,308
Grove St PATH,spring,2016,13,370
Union St,spring,2016,14,3
MLK Light Rail,spring,2016,14,4
Garfield Ave Station,spring,2016,14,5
Bayside Park,spring,2016,14,7
NJCU,spring,2016,14,8
North St,spring,2016,14,12
Hilltop,spring,2016,14,15
Riverview Park,spring,2016,14,15
Christ Hospital,spring,2016,14,18
Heights Elevator,spring,2016,14,18
Dey St,spring,2016,14,21
5 Corners Library,spring,2016,14,30
Central Ave,spring,2016,14,38
Baldwin at Montgomery,spring,2016,14,42
Oakland Ave,spring,2016,14,43
Pershing Field,spring,2016,14,44
JC Medical Center,spring,2016,14,51
Liberty Light Rail,spring,2016,14,55
Lincoln Park,spring,2016,14,57
City Hall,spring,2016,14,72
Newport Pkwy,spring,2016,14,76
Paulus Hook,spring,2016,14,82
Warren St,spring,2016,14,85
Newark Ave,spring,2016,14,92
McGinley Square,spring,2016,14,97
Van Vorst Park,spring,2016,14,118
Essex Light Rail,spring,2016,14,122
Brunswick St,spring,2016,14,171
Exchange Place,spring,2016,14,177
Newport PATH,spring,2016,14,184
Hamilton Park,spring,2016,14,200
Sip Ave,spring,2016,14,242
Grove St PATH,spring,2016,14,340
Union St,spring,2016,15,2
Columbia Park,spring,2016,15,5
MLK Light Rail,spring,2016,15,6
West Side Light Rail,spring,2016,15,6
Garfield Ave Station,spring,2016,15,7
Bayside Park,spring,2016,15,8
NJCU,spring,2016,15,8
North St,spring,2016,15,25
Heights Elevator,spring,2016,15,33
Riverview Park,spring,2016,15,38
Dey St,spring,2016,15,47
Hilltop,spring,2016,15,47
Central Ave,spring,2016,15,50
5 Corners Library,spring,2016,15,52
Christ Hospital,spring,2016,15,52
Oakland Ave,spring,2016,15,59
Baldwin at Montgomery,spring,2016,15,67
Lincoln Park,spring,2016,15,72
Pershing Field,spring,2016,15,75
JC Medical Center,spring,2016,15,88
City Hall,spring,2016,15,113
McGinley Square,spring,2016,15,125
Warren St,spring,2016,15,147
Liberty Light Rail,spring,2016,15,156
Van Vorst Park,spring,2016,15,158
Paulus Hook,spring,2016,15,159
Essex Light Rail,spring,2016,15,168
Newark Ave,spring,2016,15,168
Newport Pkwy,spring,2016,15,185
Brunswick St,spring,2016,15,196
Newport PATH,spring,2016,15,280
Hamilton Park,spring,2016,15,296
Sip Ave,spring,2016,15,297
Exchange Place,spring,2016,15,335
Grove St PATH,spring,2016,15,432
Columbia Park,spring,2016,16,2
NJCU,spring,2016,16,7
Union St,spring,2016,16,7
West Side Light Rail,spring,2016,16,7
MLK Light Rail,spring,2016,16,9
Bayside Park,spring,2016,16,10
Garfield Ave Station,spring,2016,16,12
Dey St,spring,2016,16,39
North St,spring,2016,16,43
Heights Elevator,spring,2016,16,44
Christ Hospital,spring,2016,16,48
Riverview Park,spring,2016,16,50
Hilltop,spring,2016,16,53
Central Ave,spring,2016,16,60
5 Corners Library,spring,2016,16,61
Pershing Field,spring,2016,16,84
Oakland Ave,spring,2016,16,87
Lincoln Park,spring,2016,16,88
Baldwin at Montgomery,spring,2016,16,89
JC Medical Center,spring,2016,16,112
McGinley Square,spring,2016,16,131
Van Vorst Park,spring,2016,16,175
Warren St,spring,2016,16,177
Paulus Hook,spring,2016,16,178
Liberty Light Rail,spring,2016,16,188
City Hall,spring,2016,16,191
Newark Ave,spring,2016,16,195
Newport Pkwy,spring,2016,16,225
Brunswick St,spring,2016,16,236
Essex Light Rail,spring,2016,16,269
Sip Ave,spring,2016,16,331
Newport PATH,spring,2016,16,338
Hamilton Park,spring,2016,16,357
Exchange Place,spring,2016,16,406
Grove St PATH,spring,2016,16,536
West Side Light Rail,spring,2016,17,2
Union St,spring,2016,17,3
MLK Light Rail,spring,2016,17,8
NJCU,spring,2016,17,10
Bayside Park,spring,2016,17,11
Garfield Ave Station,spring,2016,17,20
North St,spring,2016,17,27
Riverview Park,spring,2016,17,30
Hilltop,spring,2016,17,34
5 Corners Library,spring,2016,17,37
Christ Hospital,spring,2016,17,38
Heights Elevator,spring,2016,17,38
Central Ave,spring,2016,17,45
Dey St,spring,2016,17,52
Pershing Field,spring,2016,17,64
Lincoln Park,spring,2016,17,68
Oakland Ave,spring,2016,17,68
Baldwin at Montgomery,spring,2016,17,79
JC Medical Center,spring,2016,17,101
McGinley Square,spring,2016,17,111
City Hall,spring,2016,17,133
Van Vorst Park,spring,2016,17,149
Paulus Hook,spring,2016,17,151
Warren St,spring,2016,17,156
Newark Ave,spring,2016,17,171
Newport Pkwy,spring,2016,17,177
Liberty Light Rail,spring,2016,17,206
Brunswick St,spring,2016,17,230
Essex Light Rail,spring,2016,17,237
Newport PATH,spring,2016,17,246
Hamilton Park,spring,2016,17,269
Sip Ave,spring,2016,17,319
Exchange Place,spring,2016,17,360
Grove St PATH,spring,2016,17,483
Union St,spring,2016,18,1
West Side Light Rail,spring,2016,18,1
Bayside Park,spring,2016,18,6
Columbia Park,spring,2016,18,6
NJCU,spring,2016,18,6
MLK Light Rail,spring,2016,18,7
Garfield Ave Station,spring,2016,18,12
North St,spring,2016,18,24
Heights Elevator,spring,2016,18,30
Riverview Park,spring,2016,18,31
Hilltop,spring,2016,18,32
Christ Hospital,spring,2016,18,33
Dey St,spring,2016,18,36
5 Corners Library,spring,2016,18,39
Central Ave,spring,2016,18,47
Pershing Field,spring,2016,18,57
Oakland Ave,spring,2016,18,58
Lincoln Park,spring,2016,18,63
JC Medical Center,spring,2016,18,66
Baldwin at Montgomery,spring,2016,18,90
Liberty Light Rail,spring,2016,18,100
McGinley Square,spring,2016,18,102
Warren St,spring,2016,18,110
City Hall,spring,2016,18,113
Paulus Hook,spring,2016,18,117
Newport Pkwy,spring,2016,18,118
Van Vorst Park,spring,2016,18,131
Newark Ave,spring,2016,18,142
Essex Light Rail,spring,2016,18,162
Brunswick St,spring,2016,18,184
Hamilton Park,spring,2016,18,225
Newport PATH,spring,2016,18,234
Exchange Place,spring,2016,18,254
Sip Ave,spring,2016,18,342
Grove St PATH,spring,2016,18,459
Columbia Park,spring,2016,19,2
West Side Light Rail,spring,2016,19,2
Union St,spring,2016,19,7
Bayside Park,spring,2016,19,8
NJCU,spring,2016,19,9
MLK Light Rail,spring,2016,19,12
Garfield Ave Station,spring,2016,19,20
Dey St,spring,2016,19,37
North St,spring,2016,19,45
Riverview Park,spring,2016,19,45
Heights Elevator,spring,2016,19,46
Hilltop,spring,2016,19,48
5 Corners Library,spring,2016,19,50
Christ Hospital,spring,2016,19,55
Central Ave,spring,2016,19,59
Lincoln Park,spring,2016,19,69
Oakland Ave,spring,2016,19,93
Pershing Field,spring,2016,19,93
Baldwin at Montgomery,spring,2016,19,109
JC Medical Center,spring,2016,19,113
McGinley Square,spring,2016,19,147
Liberty Light Rail,spring,2016,19,154
Warren St,spring,2016,19,154
City Hall,spring,2016,19,155
Paulus Hook,spring,2016,19,159
Van Vorst Park,spring,2016,19,193
Newark Ave,spring,2016,19,201
Newport Pkwy,spring,2016,19,204
Essex Light Rail,spring,2016,19,217
Brunswick St,spring,2016,19,233
Newport PATH,spring,2016,19,327
Hamilton Park,spring,2016,19,331
Exchange Place,spring,2016,19,391
Sip Ave,spring,2016,19,394
Grove St PATH,spring,2016,19,534
Columbia Park,spring,2016,20,1
West Side Light Rail,spring,2016,20,3
MLK Light Rail,spring,2016,20,5
Union St,spring,2016,20,6
NJCU,spring,2016,20,8
Bayside Park,spring,2016,20,12
Garfield Ave Station,spring,2016,20,20
Heights Elevator,spring,2016,20,35
North St,spring,2016,20,38
5 Corners Library,spring,2016,20,43
Riverview Park,spring,2016,20,45
Dey St,spring,2016,20,48
Christ Hospital,spring,2016,20,49
Hilltop,spring,2016,20,60
Central Ave,spring,2016,20,64
Lincoln Park,spring,2016,20,74
Oakland Ave,spring,2016,20,92
JC Medical Center,spring,2016,20,94
Pershing Field,spring,2016,20,98
Baldwin at Montgomery,spring,2016,20,103
McGinley Square,spring,2016,20,131
City Hall,spring,2016,20,136
Warren St,spring,2016,20,150
Paulus Hook,spring,2016,20,168
Van Vorst Park,spring,2016,20,179
Newark Ave,spring,2016,20,181
Liberty Light Rail,spring,2016,20,196
Newport Pkwy,spring,2016,20,212
Brunswick St,spring,2016,20,250
Essex Light Rail,spring,2016,20,259
Newport PATH,spring,2016,20,306
Hamilton Park,spring,2016,20,318
Sip Ave,spring,2016,20,356
Exchange Place,spring,2016,20,385
Grove St PATH,spring,2016,20,551
Columbia Park,spring,2016,21,1
MLK Light Rail,spring,2016,21,2
West Side Light Rail,spring,2016,21,3
Bayside Park,spring,2016,21,4
NJCU,spring,2016,21,5
Union St,spring,2016,21,12
Garfield Ave Station,spring,2016,21,24
Riverview Park,spring,2016,21,44
Hilltop,spring,2016,21,50
Christ Hospital,spring,2016,21,52
Heights Elevator,spring,2016,21,52
North St,spring,2016,21,52
Dey St,spring,2016,21,57
5 Corners Library,spring,2016,21,60
Central Ave,spring,2016,21,60
Lincoln Park,spring,2016,21,70
Oakland Ave,spring,2016,21,81
Pershing Field,spring,2016,21,96
JC Medical Center,spring,2016,21,124
McGinley Square,spring,2016,21,132
Baldwin at Montgomery,spring,2016,21,136
City Hall,spring,2016,21,148
Van Vorst Park,spring,2016,21,181
Warren St,spring,2016,21,186
Newark Ave,spring,2016,21,194
Paulus Hook,spring,2016,21,197
Liberty Light Rail,spring,2016,21,205
Brunswick St,spring,2016,21,225
Newport Pkwy,spring,2016,21,245
Essex Light Rail,spring,2016,21,282
Newport PATH,spring,2016,21,297
Hamilton Park,spring,2016,21,355
Sip Ave,spring,2016,21,406
Exchange Place,spring,2016,21,436
Grove St PATH,spring,2016,21,630
Columbia Park,spring,2016,22,1
MLK Light Rail,spring,2016,22,2
NJCU,spring,2016,22,9
West Side Light Rail,spring,2016,22,9
Bayside Park,spring,2016,22,10
Union St,spring,2016,22,10
Garfield Ave Station,spring,2016,22,20
North St,spring,2016,22,38
Heights Elevator,spring,2016,22,42
Riverview Park,spring,2016,22,45
Christ Hospital,spring,2016,22,53
Dey St,spring,2016,22,55
Hilltop,spring,2016,22,57
Central Ave,spring,2016,22,58
Lincoln Park,spring,2016,22,74
5 Corners Library,spring,2016,22,75
Pershing Field,spring,2016,22,82
Oakland Ave,spring,2016,22,85
JC Medical Center,spring,2016,22,107
McGinley Square,spring,2016,22,117
Baldwin at Montgomery,spring,2016,22,123
Paulus Hook,spring,2016,22,156
Warren St,spring,2016,22,171
Brunswick St,spring,2016,22,183
Liberty Light Rail,spring,2016,22,186
City Hall,spring,2016,22,202
Van Vorst Park,spring,2016,22,203
Newark Ave,spring,2016,22,205
Newport Pkwy,spring,2016,22,230
Hamilton Park,spring,2016,22,268
Newport PATH,spring,2016,22,289
Essex Light Rail,spring,2016,22,290
Sip Ave,spring,2016,22,308
Exchange Place,spring,2016,22,413
Grove St PATH,spring,2016,22,498
MLK Light Rail,spring,2016,23,3
Columbia Park,spring,2016,23,4
West Side Light Rail,spring,2016,23,5
NJCU,spring,2016,23,6
Bayside Park,spring,2016,23,7
Union St,spring,2016,23,14
Garfield Ave Station,spring,2016,23,29
North St,spring,2016,23,49
Heights Elevator,spring,2016,23,53
Riverview Park,spring,2016,23,54
Dey St,spring,2016,23,59
Hilltop,spring,2016,23,63
Christ Hospital,spring,2016,23,64
Central Ave,spring,2016,23,74
Lincoln Park,spring,2016,23,76
5 Corners Library,spring,2016,23,77
Oakland Ave,spring,2016,23,93
Pershing Field,spring,2016,23,97
Baldwin at Montgomery,spring,2016,23,140
JC Medical Center,spring,2016,23,140
McGinley Square,spring,2016,23,142
Paulus Hook,spring,2016,23,170
Warren St,spring,2016,23,190
Liberty Light Rail,spring,2016,23,196
Van Vorst Park,spring,2016,23,196
City Hall,spring,2016,23,201
Newark Ave,spring,2016,23,230
Newport Pkwy,spring,2016,23,230
Brunswick St,spring,2016,23,248
Essex Light Rail,spring,2016,23,277
Newport PATH,spring,2016,23,328
Hamilton Park,spring,2016,23,365
Sip Ave,spring,2016,23,383
Exchange Place,spring,2016,23,470
Grove St PATH,spring,2016,23,590
Columbia Park,spring,2016,24,2
MLK Light Rail,spring,2016,24,2
Union St,spring,2016,24,5
West Side Light Rail,spring,2016,24,5
Bayside Park,spring,2016,24,8
NJCU,spring,2016,24,13
Garfield Ave Station,spring,2016,24,26
Heights Elevator,spring,2016,24,53
Riverview Park,spring,2016,24,58
North St,spring,2016,24,59
Christ Hospital,spring,2016,24,63
Dey St,spring,2016,24,65
Hilltop,spring,2016,24,70
5 Corners Library,spring,2016,24,80
Central Ave,spring,2016,24,81
Oakland Ave,spring,2016,24,86
Pershing Field,spring,2016,24,88
Lincoln Park,spring,2016,24,100
JC Medical Center,spring,2016,24,146
McGinley Square,spring,2016,24,161
Baldwin at Montgomery,spring,2016,24,172
Warren St,spring,2016,24,194
Van Vorst Park,spring,2016,24,206
City Hall,spring,2016,24,214
Liberty Light Rail,spring,2016,24,228
Paulus Hook,spring,2016,24,232
Newark Ave,spring,2016,24,250
Brunswick St,spring,2016,24,267
Newport Pkwy,spring,2016,24,279
Essex Light Rail,spring,2016,24,324
Hamilton Park,spring,2016,24,334
Newport PATH,spring,2016,24,393
Sip Ave,spring,2016,24,462
Exchange Place,spring,2016,24,513
Grove St PATH,spring,2016,24,621
Bayside Park,spring,2016,25,1
MLK Light Rail,spring,2016,25,1
West Side Light Rail,spring,2016,25,1
NJCU,spring,2016,25,2
Garfield Ave Station,spring,2016,25,3
Riverview Park,spring,2016,25,4
MLK Light Rail,summer,2016,25,5
Central Ave,spring,2016,25,6
Heights Elevator,spring,2016,25,6
Christ Hospital,spring,2016,25,7
North St,spring,2016,25,7
Bayside Park,summer,2016,25,8
Columbia Park,summer,2016,25,8
NJCU,summer,2016,25,8
Union St,summer,2016,25,9
West Side Light Rail,summer,2016,25,9
Lincoln Park,spring,2016,25,13
5 Corners Library,spring,2016,25,14
Hilltop,spring,2016,25,14
Oakland Ave,spring,2016,25,14
Pershing Field,spring,2016,25,14
JC Medical Center,spring,2016,25,15
Dey St,spring,2016,25,16
Baldwin at Montgomery,spring,2016,25,19
Warren St,spring,2016,25,23
City Hall,spring,2016,25,26
Garfield Ave Station,summer,2016,25,26
McGinley Square,spring,2016,25,28
Newark Ave,spring,2016,25,29
Paulus Hook,spring,2016,25,29
Van Vorst Park,spring,2016,25,29
Liberty Light Rail,spring,2016,25,30
Newport Pkwy,spring,2016,25,43
Brunswick St,spring,2016,25,47
Heights Elevator,summer,2016,25,48
5 Corners Library,summer,2016,25,50
Riverview Park,summer,2016,25,51
Dey St,summer,2016,25,55
Hilltop,summer,2016,25,55
Christ Hospital,summer,2016,25,58
Essex Light Rail,spring,2016,25,59
Hamilton Park,spring,2016,25,63
Central Ave,summer,2016,25,67
North St,summer,2016,25,67
Newport PATH,spring,2016,25,68
Pershing Field,summer,2016,25,69
Exchange Place,spring,2016,25,75
Sip Ave,spring,2016,25,84
Oakland Ave,summer,2016,25,85
Lincoln Park,summer,2016,25,88
Grove St PATH,spring,2016,25,103
JC Medical Center,summer,2016,25,111
