station,season,year,week,count
Brunswick & 6th,autumn,2019,46,214
Marin Light Rail,autumn,2019,46,244
Newport PATH,autumn,2019,46,292
Columbus Dr at Exchange Pl,autumn,2019,46,324
Harborside,autumn,2019,46,358
Sip Ave,autumn,2019,46,401
Hamilton Park,autumn,2019,46,445
Grove St PATH,autumn,2019,46,875
Communipaw & Berry Lane,autumn,2019,47,21
Jackson Square,autumn,2019,47,22
Union St,autumn,2019,47,22
Hoboken Ave at Monmouth St,autumn,2019,47,28
5 Corners Library,autumn,2019,47,30
Hilltop,autumn,2019,47,30
Dey St,autumn,2019,47,31
Leonard Gordon Park,autumn,2019,47,33
Riverview Park,autumn,2019,47,35
Lincoln Park,autumn,2019,47,36
Glenwood Ave,autumn,2019,47,41
Christ Hospital,autumn,2019,47,42
Heights Elevator,autumn,2019,47,43
York St,autumn,2019,47,50
Baldwin at Montgomery,autumn,2019,47,57
Montgomery St,autumn,2019,47,58
Fairmount Ave,autumn,2019,47,59
Lafayette Park,autumn,2019,47,59
Bergen Ave,autumn,2019,47,65
Oakland Ave,autumn,2019,47,75
Astor Place,autumn,2019,47,76
Pershing Field,autumn,2019,47,88
Essex Light Rail,autumn,2019,47,90
Manila & 1st,autumn,2019,47,113
JC Medical Center,autumn,2019,47,117
Dixon Mills,autumn,2019,47,118
Liberty Light Rail,autumn,2019,47,121
Van Vorst Park,autumn,2019,47,126
Grand St,autumn,2019,47,131
Washington St,autumn,2019,47,135
Paulus Hook,autumn,2019,47,138
Brunswick St,autumn,2019,47,142
City Hall,autumn,2019,47,148
Columbus Drive,autumn,2019,47,149
Newport Pkwy,autumn,2019,47,150
Morris Canal,autumn,2019,47,151
Newark Ave,autumn,2019,47,159
Journal Square,autumn,2019,47,164
Columbus Dr at Exchange Pl,autumn,2019,47,165
McGinley Square,autumn,2019,47,165
Jersey & 3rd,autumn,2019,47,166
Jersey & 6th St,autumn,2019,47,166
Monmouth and 6th,autumn,2019,47,176
Warren St,autumn,2019,47,184
Brunswick & 6th,autumn,2019,47,226
Marin Light Rail,autumn,2019,47,250
Newport PATH,autumn,2019,47,265
Harborside,autumn,2019,47,321
Sip Ave,autumn,2019,47,393
Hamilton Park,autumn,2019,47,482
Grove St PATH,autumn,2019,47,796
Union St,autumn,2019,48,11
Jackson Square,autumn,2019,48,17
Christ Hospital,autumn,2019,48,23
Communipaw & Berry Lane,autumn,2019,48,25
Hilltop,autumn,2019,48,25
Leonard Gordon Park,autumn,2019,48,26
Dey St,autumn,2019,48,28
5 Corners Library,autumn,2019,48,30
Riverview Park,autumn,2019,48,31
Heights Elevator,autumn,2019,48,32
Hoboken Ave at Monmouth St,autumn,2019,48,37
Lafayette Park,autumn,2019,48,37
Glenwood Ave,autumn,2019,48,38
Lincoln Park,autumn,2019,48,39
Baldwin at Montgomery,autumn,2019,48,41
Fairmount Ave,autumn,2019,48,44
York St,autumn,2019,48,44
Bergen Ave,autumn,2019,48,52
Montgomery St,autumn,2019,48,56
Astor Place,autumn,2019,48,62
Pershing Field,autumn,2019,48,72
Oakland Ave,autumn,2019,48,74
Essex Light Rail,autumn,2019,48,79
Grand St,autumn,2019,48,79
Liberty Light Rail,autumn,2019,48,88
Manila & 1st,autumn,2019,48,89
JC Medical Center,autumn,2019,48,93
Paulus Hook,autumn,2019,48,98
Journal Square,autumn,2019,48,104
Brunswick St,autumn,2019,48,107
McGinley Square,autumn,2019,48,111
Dixon Mills,autumn,2019,48,112
Washington St,autumn,2019,48,116
City Hall,autumn,2019,48,124
Jersey & 3rd,autumn,2019,48,126
Jersey & 6th St,autumn,2019,48,127
Morris Canal,autumn,2019,48,130
Columbus Drive,autumn,2019,48,131
Newport Pkwy,autumn,2019,48,133
Newark Ave,autumn,2019,48,134
Van Vorst Park,autumn,2019,48,134
Monmouth and 6th,autumn,2019,48,144
Brunswick & 6th,autumn,2019,48,148
Warren St,autumn,2019,48,165
Newport PATH,autumn,2019,48,204
Columbus Dr at Exchange Pl,autumn,2019,48,209
Marin Light Rail,autumn,2019,48,216
Harborside,autumn,2019,48,234
Sip Ave,autumn,2019,48,280
Hamilton Park,autumn,2019,48,339
Grove St PATH,autumn,2019,48,643
Union St,autumn,2019,49,10
Dey St,autumn,2019,49,12
Jackson Square,autumn,2019,49,17
Hoboken Ave at Monmouth St,autumn,2019,49,19
Communipaw & Berry Lane,autumn,2019,49,20
Leonard Gordon Park,autumn,2019,49,20
5 Corners Library,autumn,2019,49,21
Riverview Park,autumn,2019,49,24
Hilltop,autumn,2019,49,25
Heights Elevator,autumn,2019,49,28
Lincoln Park,autumn,2019,49,28
Christ Hospital,autumn,2019,49,34
Glenwood Ave,autumn,2019,49,34
Lafayette Park,autumn,2019,49,37
Bergen Ave,autumn,2019,49,50
York St,autumn,2019,49,51
Baldwin at Montgomery,autumn,2019,49,52
Montgomery St,autumn,2019,49,56
Essex Light Rail,autumn,2019,49,59
Oakland Ave,autumn,2019,49,63
Pershing Field,autumn,2019,49,65
Astor Place,autumn,2019,49,66
Fairmount Ave,autumn,2019,49,66
Grand St,autumn,2019,49,75
Liberty Light Rail,autumn,2019,49,82
JC Medical Center,autumn,2019,49,84
Paulus Hook,autumn,2019,49,94
Journal Square,autumn,2019,49,99
Dixon Mills,autumn,2019,49,103
Washington St,autumn,2019,49,110
Manila & 1st,autumn,2019,49,113
Van Vorst Park,autumn,2019,49,114
Columbus Drive,autumn,2019,49,120
Brunswick St,autumn,2019,49,122
City Hall,autumn,2019,49,125
Warren St,autumn,2019,49,129
Morris Canal,autumn,2019,49,130
Newark Ave,autumn,2019,49,137
Jersey & 3rd,autumn,2019,49,140
Newport Pkwy,autumn,2019,49,144
McGinley Square,autumn,2019,49,147
Monmouth and 6th,autumn,2019,49,147
Jersey & 6th St,autumn,2019,49,157
Brunswick & 6th,autumn,2019,49,178
Marin Light Rail,autumn,2019,49,180
Columbus Dr at Exchange Pl,autumn,2019,49,201
Newport PATH,autumn,2019,49,224
Harborside,autumn,2019,49,240
Hamilton Park,autumn,2019,49,297
Sip Ave,autumn,2019,49,338
Grove St PATH,autumn,2019,49,621
Union St,autumn,2019,50,13
Jackson Square,autumn,2019,50,14
Dey St,autumn,2019,50,15
Communipaw & Berry Lane,autumn,2019,50,16
5 Corners Library,autumn,2019,50,21
Riverview Park,autumn,2019,50,21
Hilltop,autumn,2019,50,22
Hoboken Ave at Monmouth St,autumn,2019,50,22
Leonard Gordon Park,autumn,2019,50,22
Heights Elevator,autumn,2019,50,27
Christ Hospital,autumn,2019,50,31
Lincoln Park,autumn,2019,50,34
Glenwood Ave,autumn,2019,50,35
Fairmount Ave,autumn,2019,50,41
Bergen Ave,autumn,2019,50,42
Baldwin at Montgomery,autumn,2019,50,43
Lafayette Park,autumn,2019,50,45
Montgomery St,autumn,2019,50,46
Pershing Field,autumn,2019,50,46
Oakland Ave,autumn,2019,50,48
York St,autumn,2019,50,48
Astor Place,autumn,2019,50,56
Journal Square,autumn,2019,50,59
JC Medical Center,autumn,2019,50,62
Essex Light Rail,autumn,2019,50,66
Liberty Light Rail,autumn,2019,50,70
Grand St,autumn,2019,50,76
Paulus Hook,autumn,2019,50,84
Washington St,autumn,2019,50,84
McGinley Square,autumn,2019,50,91
Dixon Mills,autumn,2019,50,94
Manila & 1st,autumn,2019,50,97
Newport Pkwy,autumn,2019,50,97
Van Vorst Park,autumn,2019,50,98
Jersey & 3rd,autumn,2019,50,99
Newark Ave,autumn,2019,50,103
Morris Canal,autumn,2019,50,104
Warren St,autumn,2019,50,111
Columbus Drive,autumn,2019,50,114
Monmouth and 6th,autumn,2019,50,116
City Hall,autumn,2019,50,118
Brunswick St,autumn,2019,50,121
Jersey & 6th St,autumn,2019,50,128
Marin Light Rail,autumn,2019,50,149
Brunswick & 6th,autumn,2019,50,160
Columbus Dr at Exchange Pl,autumn,2019,50,183
Newport PATH,autumn,2019,50,187
Harborside,autumn,2019,50,190
Hamilton Park,autumn,2019,50,247
Sip Ave,autumn,2019,50,276
Grove St PATH,autumn,2019,50,544
Heights Elevator,winter,2019,51,2
Riverview Park,winter,2019,51,2
Dey St,winter,2019,51,3
Jackson Square,winter,2019,51,3
Union St,winter,2019,51,3
York St,winter,2019,51,3
Communipaw & Berry Lane,winter,2019,51,4
Hilltop,winter,2019,51,4
Leonard Gordon Park,winter,2019,51,4
Christ Hospital,winter,2019,51,5
Hoboken Ave at Monmouth St,winter,2019,51,5
Baldwin at Montgomery,winter,2019,51,6
Glenwood Ave,winter,2019,51,6
Lafayette Park,winter,2019,51,6
Paulus Hook,winter,2019,51,7
Union St,autumn,2019,51,7
5 Corners Library,winter,2019,51,8
Lincoln Park,winter,2019,51,8
Dey St,autumn,2019,51,9
Oakland Ave,winter,2019,51,9
Pershing Field,winter,2019,51,9
5 Corners Library,autumn,2019,51,10
Fairmount Ave,winter,2019,51,11
Heights Elevator,autumn,2019,51,11
Hilltop,autumn,2019,51,11
Leonard Gordon Park,autumn,2019,51,11
Bergen Ave,winter,2019,51,12
Jackson Square,autumn,2019,51,12
Hoboken Ave at Monmouth St,autumn,2019,51,13
JC Medical Center,winter,2019,51,13
Riverview Park,autumn,2019,51,13
Astor Place,winter,2019,51,14
Communipaw & Berry Lane,autumn,2019,51,14
Essex Light Rail,winter,2019,51,14
Lincoln Park,autumn,2019,51,14
Journal Square,winter,2019,51,15
Liberty Light Rail,winter,2019,51,15
Jersey & 6th St,winter,2019,51,16
Manila & 1st,winter,2019,51,16
Brunswick St,winter,2019,51,18
Christ Hospital,autumn,2019,51,19
City Hall,winter,2019,51,19
Washington St,winter,2019,51,19
Montgomery St,winter,2019,51,20
Grand St,winter,2019,51,21
Lafayette Park,autumn,2019,51,21
Montgomery St,autumn,2019,51,21
Glenwood Ave,autumn,2019,51,22
Dixon Mills,winter,2019,51,23
Morris Canal,winter,2019,51,23
Monmouth and 6th,winter,2019,51,24
Van Vorst Park,winter,2019,51,25
York St,autumn,2019,51,25
Brunswick & 6th,winter,2019,51,26
Columbus Dr at Exchange Pl,winter,2019,51,26
Columbus Drive,winter,2019,51,26
McGinley Square,winter,2019,51,26
Newark Ave,winter,2019,51,26
Jersey & 3rd,winter,2019,51,27
Baldwin at Montgomery,autumn,2019,51,31
Harborside,winter,2019,51,31
Pershing Field,autumn,2019,51,32
Warren St,winter,2019,51,32
Bergen Ave,autumn,2019,51,34
Fairmount Ave,autumn,2019,51,38
JC Medical Center,autumn,2019,51,40
Newport Pkwy,winter,2019,51,40
Marin Light Rail,winter,2019,51,47
Newport PATH,winter,2019,51,47
Hamilton Park,winter,2019,51,48
Grand St,autumn,2019,51,49
Oakland Ave,autumn,2019,51,49
Liberty Light Rail,autumn,2019,51,51
Sip Ave,winter,2019,51,52
Van Vorst Park,autumn,2019,51,52
Astor Place,autumn,2019,51,53
Essex Light Rail,autumn,2019,51,53
Paulus Hook,autumn,2019,51,54
Newark Ave,autumn,2019,51,65
Washington St,autumn,2019,51,65
Jersey & 3rd,autumn,2019,51,67
Newport Pkwy,autumn,2019,51,69
Columbus Drive,autumn,2019,51,70
Dixon Mills,autumn,2019,51,70
Morris Canal,autumn,2019,51,70
Journal Square,autumn,2019,51,74
Brunswick St,autumn,2019,51,75
McGinley Square,autumn,2019,51,82
Jersey & 6th St,autumn,2019,51,85
Warren St,autumn,2019,51,85
Manila & 1st,autumn,2019,51,92
City Hall,autumn,2019,51,97
Grove St PATH,winter,2019,51,97
Monmouth and 6th,autumn,2019,51,98
Marin Light Rail,autumn,2019,51,119
Brunswick & 6th,autumn,2019,51,127
Newport PATH,autumn,2019,51,132
Columbus Dr at Exchange Pl,autumn,2019,51,136
Harborside,autumn,2019,51,138
Hamilton Park,autumn,2019,51,179
Sip Ave,autumn,2019,51,195
Grove St PATH,autumn,2019,51,444
Union St,winter,2019,52,10
Heights Elevator,winter,2019,52,11
Jackson Square,winter,2019,52,11
Communipaw & Berry Lane,winter,2019,52,13
Dey St,winter,2019,52,13
Lafayette Park,winter,2019,52,13
Leonard Gordon Park,winter,2019,52,13
Riverview Park,winter,2019,52,19
Glenwood Ave,winter,2019,52,22
Hilltop,winter,2019,52,25
Christ Hospital,winter,2019,52,27
Lincoln Park,winter,2019,52,27
5 Corners Library,winter,2019,52,29
York St,winter,2019,52,30
Hoboken Ave at Monmouth St,winter,2019,52,35
Oakland Ave,winter,2019,52,36
Montgomery St,winter,2019,52,39
Baldwin at Montgomery,winter,2019,52,45
Essex Light Rail,winter,2019,52,45
Journal Square,winter,2019,52,47
Fairmount Ave,winter,2019,52,50
Grand St,winter,2019,52,55
Pershing Field,winter,2019,52,55
Astor Place,winter,2019,52,56
Bergen Ave,winter,2019,52,58
JC Medical Center,winter,2019,52,60
Paulus Hook,winter,2019,52,60
Manila & 1st,winter,2019,52,63
Jersey & 6th St,winter,2019,52,65
Dixon Mills,winter,2019,52,68
Monmouth and 6th,winter,2019,52,71
Liberty Light Rail,winter,2019,52,74
Van Vorst Park,winter,2019,52,82
Columbus Drive,winter,2019,52,83
Morris Canal,winter,2019,52,83
Brunswick St,winter,2019,52,85
Jersey & 3rd,winter,2019,52,92
City Hall,winter,2019,52,96
McGinley Square,winter,2019,52,97
Washington St,winter,2019,52,101
Brunswick & 6th,winter,2019,52,105
Newark Ave,winter,2019,52,115
Warren St,winter,2019,52,126
Marin Light Rail,winter,2019,52,141
Columbus Dr at Exchange Pl,winter,2019,52,146
Harborside,winter,2019,52,150
Newport Pkwy,winter,2019,52,151
Hamilton Park,winter,2019,52,179
Newport PATH,winter,2019,52,204
Sip Ave,winter,2019,52,256
Grove St PATH,winter,2019,52,401
Dey St,winter,2020,1,9
Jackson Square,winter,2020,1,9
Union St,winter,2020,1,9
Riverview Park,winter,2020,1,14
Communipaw & Berry Lane,winter,2020,1,15
Leonard Gordon Park,winter,2020,1,17
York St,winter,2020,1,18
5 Corners Library,winter,2020,1,19
Lincoln Park,winter,2020,1,20
Christ Hospital,winter,2020,1,21
Hilltop,winter,2020,1,21
Glenwood Ave,winter,2020,1,22
Heights Elevator,winter,2020,1,22
Hoboken Ave at Monmouth St,winter,2020,1,22
Bergen Ave,winter,2020,1,24
Lafayette Park,winter,2020,1,24
Baldwin at Montgomery,winter,2020,1,25
Oakland Ave,winter,2020,1,31
Pershing Field,winter,2020,1,32
Montgomery St,winter,2020,1,36
Astor Place,winter,2020,1,37
Journal Square,winter,2020,1,37
Fairmount Ave,winter,2020,1,39
Essex Light Rail,winter,2020,1,44
Paulus Hook,winter,2020,1,45
JC Medical Center,winter,2020,1,47
Morris Canal,winter,2020,1,47
Grand St,winter,2020,1,48
Brunswick St,winter,2020,1,57
Columbus Drive,winter,2020,1,62
Monmouth and 6th,winter,2020,1,62
McGinley Square,winter,2020,1,63
Dixon Mills,winter,2020,1,64
Liberty Light Rail,winter,2020,1,67
Van Vorst Park,winter,2020,1,67
Jersey & 3rd,winter,2020,1,72
City Hall,winter,2020,1,74
Jersey & 6th St,winter,2020,1,74
Manila & 1st,winter,2020,1,74
Washington St,winter,2020,1,80
Newark Ave,winter,2020,1,81
Brunswick & 6th,winter,2020,1,82
Newport Pkwy,winter,2020,1,91
Warren St,winter,2020,1,95
Marin Light Rail,winter,2020,1,107
Columbus Dr at Exchange Pl,winter,2020,1,125
Newport PATH,winter,2020,1,134
Harborside,winter,2020,1,138
Hamilton Park,winter,2020,1,154
Sip Ave,winter,2020,1,174
Grove St PATH,winter,2020,1,350
Union St,winter,2020,2,10
Jackson Square,winter,2020,2,19
Leonard Gordon Park,winter,2020,2,20
Dey St,winter,2020,2,22
Glenwood Ave,winter,2020,2,28
Communipaw & Berry Lane,winter,2020,2,30
Hilltop,winter,2020,2,34
5 Corners Library,winter,2020,2,36
Riverview Park,winter,2020,2,36
Hoboken Ave at Monmouth St,winter,2020,2,46
Christ Hospital,winter,2020,2,47
Heights Elevator,winter,2020,2,49
York St,winter,2020,2,49
Lincoln Park,winter,2020,2,52
Pershing Field,winter,2020,2,52
Lafayette Park,winter,2020,2,53
Fairmount Ave,winter,2020,2,58
Oakland Ave,winter,2020,2,66
Baldwin at Montgomery,winter,2020,2,75
Astor Place,winter,2020,2,80
Montgomery St,winter,2020,2,81
Bergen Ave,winter,2020,2,85
Grand St,winter,2020,2,86
Journal Square,winter,2020,2,103
Essex Light Rail,winter,2020,2,105
McGinley Square,winter,2020,2,112
JC Medical Center,winter,2020,2,119
Paulus Hook,winter,2020,2,131
Dixon Mills,winter,2020,2,133
Columbus Drive,winter,2020,2,145
Liberty Light Rail,winter,2020,2,147
Brunswick St,winter,2020,2,152
Jersey & 6th St,winter,2020,2,154
Manila & 1st,winter,2020,2,155
Monmouth and 6th,winter,2020,2,156
Morris Canal,winter,2020,2,156
Van Vorst Park,winter,2020,2,157
Warren St,winter,2020,2,179
Jersey & 3rd,winter,2020,2,181
Washington St,winter,2020,2,181
Newport Pkwy,winter,2020,2,184
Brunswick & 6th,winter,2020,2,186
Newark Ave,winter,2020,2,195
City Hall,winter,2020,2,206
Marin Light Rail,winter,2020,2,272
Columbus Dr at Exchange Pl,winter,2020,2,274
Newport PATH,winter,2020,2,290
Harborside,winter,2020,2,297
Sip Ave,winter,2020,2,357
Hamilton Park,winter,2020,2,365
Grove St PATH,winter,2020,2,802
Union St,winter,2020,3,11
Jackson Square,winter,2020,3,13
Dey St,winter,2020,3,15
Leonard Gordon Park,winter,2020,3,19
Christ Hospital,winter,2020,3,21
Communipaw & Berry Lane,winter,2020,3,23
Riverview Park,winter,2020,3,23
Glenwood Ave,winter,2020,3,26
Heights Elevator,winter,2020,3,26
Hoboken Ave at Monmouth St,winter,2020,3,27
5 Corners Library,winter,2020,3,32
Hilltop,winter,2020,3,35
Lincoln Park,winter,2020,3,36
Fairmount Ave,winter,2020,3,41
Baldwin at Montgomery,winter,2020,3,42
Lafayette Park,winter,2020,3,46
York St,winter,2020,3,48
Bergen Ave,winter,2020,3,49
Montgomery St,winter,2020,3,49
Oakland Ave,winter,2020,3,55
Pershing Field,winter,2020,3,55
Astor Place,winter,2020,3,73
JC Medical Center,winter,2020,3,79
Journal Square,winter,2020,3,80
Liberty Light Rail,winter,2020,3,90
Grand St,winter,2020,3,96
Essex Light Rail,winter,2020,3,97
Van Vorst Park,winter,2020,3,100
Paulus Hook,winter,2020,3,103
Washington St,winter,2020,3,108
Dixon Mills,winter,2020,3,110
Newport Pkwy,winter,2020,3,112
Brunswick St,winter,2020,3,116
Morris Canal,winter,2020,3,116
McGinley Square,winter,2020,3,117
Columbus Drive,winter,2020,3,124
Jersey & 3rd,winter,2020,3,129
Jersey & 6th St,winter,2020,3,137
Warren St,winter,2020,3,138
Manila & 1st,winter,2020,3,141
Newark Ave,winter,2020,3,148
Monmouth and 6th,winter,2020,3,155
City Hall,winter,2020,3,169
Brunswick & 6th,winter,2020,3,179
Marin Light Rail,winter,2020,3,191
Newport PATH,winter,2020,3,204
Harborside,winter,2020,3,235
Columbus Dr at Exchange Pl,winter,2020,3,251
Hamilton Park,winter,2020,3,273
Sip Ave,winter,2020,3,311
Grove St PATH,winter,2020,3,683
Union St,winter,2020,4,13
Leonard Gordon Park,winter,2020,4,15
Communipaw & Berry Lane,winter,2020,4,18
Jackson Square,winter,2020,4,18
Heights Elevator,winter,2020,4,21
Lincoln Park,winter,2020,4,23
Riverview Park,winter,2020,4,24
5 Corners Library,winter,2020,4,25
Christ Hospital,winter,2020,4,25
Dey St,winter,2020,4,25
Glenwood Ave,winter,2020,4,26
Hilltop,winter,2020,4,30
Hoboken Ave at Monmouth St,winter,2020,4,30
Oakland Ave,winter,2020,4,40
Lafayette Park,winter,2020,4,45
York St,winter,2020,4,47
Fairmount Ave,winter,2020,4,55
Baldwin at Montgomery,winter,2020,4,56
Pershing Field,winter,2020,4,56
Bergen Ave,winter,2020,4,58
Montgomery St,winter,2020,4,60
Astor Place,winter,2020,4,63
Grand St,winter,2020,4,69
Journal Square,winter,2020,4,75
Essex Light Rail,winter,2020,4,79
JC Medical Center,winter,2020,4,83
Liberty Light Rail,winter,2020,4,83
Paulus Hook,winter,2020,4,101
Washington St,winter,2020,4,106
Dixon Mills,winter,2020,4,107
Jersey & 6th St,winter,2020,4,109
Warren St,winter,2020,4,109
Brunswick St,winter,2020,4,112
Van Vorst Park,winter,2020,4,113
Morris Canal,winter,2020,4,116
Columbus Drive,winter,2020,4,118
McGinley Square,winter,2020,4,122
Monmouth and 6th,winter,2020,4,123
Jersey & 3rd,winter,2020,4,125
Manila & 1st,winter,2020,4,134
Newport Pkwy,winter,2020,4,151
Newark Ave,winter,2020,4,155
City Hall,winter,2020,4,157
Brunswick & 6th,winter,2020,4,169
Marin Light Rail,winter,2020,4,175
Newport PATH,winter,2020,4,185
Harborside,winter,2020,4,223
Columbus Dr at Exchange Pl,winter,2020,4,262
Hamilton Park,winter,2020,4,290
Sip Ave,winter,2020,4,327
Grove St PATH,winter,2020,4,623
Communipaw & Berry Lane,winter,2020,5,9
Union St,winter,2020,5,18
5 Corners Library,winter,2020,5,19
Jackson Square,winter,2020,5,22
Leonard Gordon Park,winter,2020,5,22
Riverview Park,winter,2020,5,27
Dey St,winter,2020,5,29
Heights Elevator,winter,2020,5,29
Hoboken Ave at Monmouth St,winter,2020,5,34
Lincoln Park,winter,2020,5,35
Christ Hospital,winter,2020,5,39
Hilltop,winter,2020,5,42
York St,winter,2020,5,42
Montgomery St,winter,2020,5,46
Lafayette Park,winter,2020,5,52
Pershing Field,winter,2020,5,52
Oakland Ave,winter,2020,5,56
Baldwin at Montgomery,winter,2020,5,61
Bergen Ave,winter,2020,5,68
Fairmount Ave,winter,2020,5,72
Astor Place,winter,2020,5,74
Grand St,winter,2020,5,84
Essex Light Rail,winter,2020,5,90
JC Medical Center,winter,2020,5,96
Brunswick St,winter,2020,5,103
Journal Square,winter,2020,5,109
Liberty Light Rail,winter,2020,5,111
Van Vorst Park,winter,2020,5,121
Paulus Hook,winter,2020,5,125
Dixon Mills,winter,2020,5,127
Washington St,winter,2020,5,127
Morris Canal,winter,2020,5,129
Jersey & 6th St,winter,2020,5,130
Monmouth and 6th,winter,2020,5,132
Warren St,winter,2020,5,141
Newport Pkwy,winter,2020,5,142
Manila & 1st,winter,2020,5,145
Columbus Drive,winter,2020,5,147
Jersey & 3rd,winter,2020,5,149
McGinley Square,winter,2020,5,152
Newark Ave,winter,2020,5,163
City Hall,winter,2020,5,166
Brunswick & 6th,winter,2020,5,189
Marin Light Rail,winter,2020,5,198
Newport PATH,winter,2020,5,225
Harborside,winter,2020,5,251
Columbus Dr at Exchange Pl,winter,2020,5,271
Hamilton Park,winter,2020,5,309
Sip Ave,winter,2020,5,380
Grove St PATH,winter,2020,5,723
Communipaw & Berry Lane,winter,2020,6,2
Union St,winter,2020,6,10
Glenwood Ave,winter,2020,6,12
